,Produto,Saldo Inicial,Entradas,Devoluções,Compras,Saídas,Prêmio,Quant. Vendas,Valor Vendas,Lucro Bruto,Estoque Final,Mês,Ano,Mês/Ano,insertion_id
15,AGULHA MAQUINA SINGER 14 -90/14,69.0,,,,,,13.0,19.5,9.75,56.0,03,2021,03-2021,7154904229
16,FITA CETIM PROGRESSO 1 - 201 BRANCO,287.0,,,,,,12.0,4.2,2.4,275.0,03,2021,03-2021,6403098556
17,guardanapos papel p/decoupage,283.0,,,,,,11.0,24.32,7.82,272.0,03,2021,03-2021,2609215186
18,MASSA BISCUIT acrilex 90G - BRANCO,11.0,,,,,,11.0,49.28,21.78,0.0,03,2021,03-2021,3373296748
19,COSTURA DRIMA - PT,46.0,,,,,,10.0,25.0,13.0,36.0,03,2021,03-2021,7744311980
20,FITA CETIM PROGRESSO 5 - 0201 BRANCO,30.0,,,,,,10.0,10.0,5.0,20.0,03,2021,03-2021,2331461043
21,FITA CETIM PROGRESSO 3 - 0201 BRANCO,60.0,,,,,,10.0,8.0,4.0,50.0,03,2021,03-2021,5542729274
22,FITA CETIM PROGRESSO 3 - 0389 VINHO,5.0,5.0,,,,,10.0,5.0,2.0,0.0,03,2021,03-2021,2464843109
23,ARGOLA 100 ,40.0,,,,,,10.0,15.0,8.0,30.0,03,2021,03-2021,8740336227
24,Alfinete de segurança - 40MM,125.0,,,,,,10.0,5.0,2.5,115.0,03,2021,03-2021,1241604995
25,AGULHA COSTURA DARNING -5,32.0,,,,,,10.0,5.0,3.0,22.0,03,2021,03-2021,2489521707
26,OLHO P AMIGURUMI -14MM PRETO,16.0,,,,,,10.0,10.0,5.0,6.0,03,2021,03-2021,3984748639
27,OLHO P AMIGURUMI -12MM PRETO,20.0,,,,,,10.0,10.0,5.0,10.0,03,2021,03-2021,6861077160
28,BOTÃO MADEIRA M ,206.0,,,,,,10.0,11.87,5.87,196.0,03,2021,03-2021,1510741323
29,SISAL ROLO GRANDE,0.0,500.0,,,,,10.0,5.0,3.0,490.0,03,2021,03-2021,1690789527
30,PINCEL TIGRE - 308- 0,0.0,12.0,,,,,9.0,89.04,33.24,3.0,03,2021,03-2021,7485832452
31,TELA P/PINTURA 16X22,10.0,,,,,,9.0,58.5,26.1,1.0,03,2021,03-2021,4173258395
32,ARGOLA 75 ,67.0,,,,,,9.0,9.0,4.5,58.0,03,2021,03-2021,7778444930
33,Linha Rayza - Ouro Velho,8.0,,,,,,8.0,79.42,27.42,0.0,03,2021,03-2021,7035040705
34,BARBANTE LIMA 8 CINZA,8.0,,,,,,8.0,151.79,48.59,0.0,03,2021,03-2021,6853917483
35,TINTA TECIDO ACRILEX 519 BRANCO,13.0,,,,,,8.0,30.4,10.4,5.0,03,2021,03-2021,884224676
36,LÃ SUPER BEBÊ 100G - 4021 ROSA CHICLETE,8.0,,,,,,8.0,120.8,44.0,0.0,03,2021,03-2021,3217996100
37,LÃ MOLLET 40G -9288,25.0,,,,,,8.0,30.4,10.4,17.0,03,2021,03-2021,9670254923
38,ARGOLA 20,308.0,,,,,,8.0,1.6,0.8,300.0,03,2021,03-2021,7642778962
39,MASCARAS TRICOLINE,21.0,,,,,,8.0,53.0,21.0,13.0,03,2021,03-2021,9061242644
40,ELÁSTICO ROLIÇO BRANCO VENDA METRO,37.0,,,,,,8.0,8.0,4.4,29.0,03,2021,03-2021,3144527189
41,BOTÃO DE CAMISA COMUM,1782.0,,,,,,8.0,2.4,1.2,1774.0,03,2021,03-2021,9407442659
42,BOTÃO PEZINHO P,2965.0,,,,,,8.0,3.2,1.6,2957.0,03,2021,03-2021,7006377981
43,PANO DE PRATO BRANCO EMBAINHADO,41.0,,,,,,8.0,40.0,16.0,33.0,03,2021,03-2021,9824132567
44,BOTÃO MADEIRA P,132.0,,,,,,8.0,4.0,1.6,124.0,03,2021,03-2021,5652340547
45,OLHO P AMIGURUMI -08MM PRETO,20.0,,,,,,8.0,8.0,4.0,12.0,03,2021,03-2021,5353314401
46,BIG CONE CIRCULO 8 -7466 CAMURÇA ,0.0,8.0,,,,,7.0,356.0,97.0,1.0,03,2021,03-2021,5585013132
47,Linha Rayza - Azul Royal,6.0,,,,,,6.0,56.06,17.06,0.0,03,2021,03-2021,8634111310
48,linha amigurumi- 3528 CARMIM,0.0,6.0,,,,,6.0,80.4,29.4,0.0,03,2021,03-2021,1102764421
49,LINHA POLIESTER COSTURA - BRANCA,10.0,,,,,,6.0,36.0,16.8,4.0,03,2021,03-2021,1535406061
50,ARGOLA 26,253.0,,,,,,6.0,2.1,1.38,247.0,03,2021,03-2021,7047037652
51,LINHA COSTURA SOL - BRANCA,41.0,,,,,,6.0,36.0,15.0,35.0,03,2021,03-2021,1079455418
52,ELASTICO 29MM BRANCO ,0.0,3.0,,,,,6.0,18.0,9.0,-3.0,03,2021,03-2021,4204967564
53,MEADA ANCHOR METALIZADA- 300 DOURADA,9.0,,,,,,6.0,40.0,19.0,3.0,03,2021,03-2021,2631510410
54,ARGOLA 50,93.0,,,,,,6.0,4.5,2.7,87.0,03,2021,03-2021,7087650386
55,PASSA FITA - BRANCO,13.399999999999999,,,,,,6.0,15.0,7.8,7.399999999999999,03,2021,03-2021,8955451101
56,BOTÃO MEDIEVAL G,47.0,,,,,,6.0,10.0,4.0,41.0,03,2021,03-2021,5342384272
57,BOTÃO INFANTIL FRUTINHAS/BICHINHO,411.0,,,,,,6.0,3.6,1.8,405.0,03,2021,03-2021,2478152446
58,Linha Rayza - Branco Optico,25.0,1.0,,,,,5.0,49.29,16.79,21.0,03,2021,03-2021,5787554272
59,Meada Anchor - 0046,24.0,,,,,,5.0,18.14,8.59,19.0,03,2021,03-2021,7897651195
60,Meada Anchor - 0047,5.0,,,,,,5.0,17.5,8.25,0.0,03,2021,03-2021,8623980471
61,Meada Anchor - 0433,5.0,,,,,,5.0,17.32,8.07,0.0,03,2021,03-2021,8773689474
62,Colchete de Gancho 3 ,184.0,,,,,,5.0,1.5,1.0,179.0,03,2021,03-2021,2372745979
63,LINHA DUNA- 9900,5.0,5.0,,,,,5.0,38.5,1.0,5.0,03,2021,03-2021,4220149745
64,BARBANTE LIMA 6 CRU,8.0,,,,2.0,,5.0,97.5,33.0,1.0,03,2021,03-2021,8209104376
65,BARBANTE LIMA 8 CRU,23.0,,,,,,5.0,96.77,32.27,18.0,03,2021,03-2021,1929352287
66,BARBANTE LIMA 8 ROSA,6.0,,,,,,5.0,97.5,33.0,1.0,03,2021,03-2021,4158393743
67,BARBANTE LIMA 8 AZUL ROYAL,9.0,,,,,,5.0,97.5,33.0,4.0,03,2021,03-2021,6128389409
68,LÃ ELEGANCE - 1634,10.0,,,,,,5.0,78.38,30.38,5.0,03,2021,03-2021,4349264256
69,TINTA TECIDO ACRILEX 520 PRETO,10.0,,,,,,5.0,18.99,6.49,5.0,03,2021,03-2021,6119410744
70,TINTA PVA FOSCA 100ML- BRANCO,12.0,,,,,,5.0,39.5,15.5,7.0,03,2021,03-2021,1875143082
71,"BICO DE PATO 5,5MM",95.0,,,,,,5.0,3.75,2.25,90.0,03,2021,03-2021,3944830617
72,BOTÃO BLUSA 32,973.0,,,,,,5.0,4.97,4.97,968.0,03,2021,03-2021,6279298659
73,FLORZINHA CETIM P  C/ FOLHA P SORTIDAS,245.0,,,,,,5.0,2.47,1.22,240.0,03,2021,03-2021,5465721346
74,BOTÃO BLUSA - 36,171.0,,,,,,5.0,2.5,1.25,166.0,03,2021,03-2021,3906457949
75,FITA GORGURÃO 9  ESTAMPADA 38MM,80.0,,,,,,5.0,12.5,6.5,75.0,03,2021,03-2021,8984893490
76,FITA CETIM PROGRESSO 1 - 310 ROSA BEBE,110.0,,,,,,5.0,1.75,1.0,105.0,03,2021,03-2021,877433239
77,VIÉS 35MM - VERDE 09,20.0,,,,,,5.0,5.0,3.0,15.0,03,2021,03-2021,6856696501
78,Linha Rayza - Bege,29.0,,,,,,4.0,40.0,14.0,25.0,03,2021,03-2021,2819105495
79,Meada Anchor - 0403,11.0,,,,,,4.0,14.0,6.6,7.0,03,2021,03-2021,4398541800
80,Colchete Pressão - 007 - 7mm ,192.0,,,,,,4.0,2.0,1.2,188.0,03,2021,03-2021,7560607622
81,COSTURA DRIMA - CRU,100.0,,,,,,4.0,10.0,5.2,96.0,03,2021,03-2021,230959868
82,COLA DO ARTESÃO -SILICINE 60ML,11.0,,,,,,4.0,25.89,13.89,7.0,03,2021,03-2021,6906732236
83,BARBANTE LIMA 6 VERMELHO ,23.0,,,,,,4.0,77.82,26.22,19.0,03,2021,03-2021,5797144932
84,BARBANTE LIMA 8 TURQUESA,6.0,,,,,,4.0,77.29,25.69,2.0,03,2021,03-2021,2040913419
85,LINHA ANNE 500  8001 BRANCO,9.0,,,,,,4.0,62.0,22.0,5.0,03,2021,03-2021,6910831955
86,TINTA TECIDO ACRILEX 813 ROSA BEBÊ,12.0,,,,,,4.0,15.1,5.1,8.0,03,2021,03-2021,5233844570
87,LÃ SUPER BEBÊ 100G - 4004 ROSA,6.0,10.0,,,,,4.0,63.2,24.8,12.0,03,2021,03-2021,79882495
88,LÃ MAIS BEBE - 640 AZUL MARINHO,5.0,,,,,,4.0,54.0,16.0,1.0,03,2021,03-2021,6977137788
89,LINHA CLÉA 1000 -8001 BRANCO,11.0,,,,,,4.0,62.0,20.0,7.0,03,2021,03-2021,2647189939
90,LÃ MOLLET 40G -1289 AMARELO OURO,25.0,,,,,,4.0,15.4,5.4,21.0,03,2021,03-2021,632889451
91,ELASTICO 24MM PRETO ROLO 25 MT,15.0,,,,,,4.0,10.0,5.0,11.0,03,2021,03-2021,6454512519
92,LÃ MOLLET 100G -0608 CHOCOLATE,5.0,,,,,,4.0,40.0,14.0,1.0,03,2021,03-2021,6726136836
93,AGULHA BORDADO - 14,29.0,,,,,,4.0,6.0,3.2,25.0,03,2021,03-2021,1340093011
94,AGULHA BORDADO - 13,26.0,,,,,,4.0,8.0,4.0,22.0,03,2021,03-2021,2793691765
95,BARBANTE LIMA 8 ROSA BEBE,8.0,,,,,,4.0,77.15,25.55,4.0,03,2021,03-2021,9331378309
96,FITA CETIM PROGRESSO 0 -228 OURO,100.0,,,,,,4.0,1.4,0.8,96.0,03,2021,03-2021,5297535687
97,"AGULHA CROCHE TULIP -0  1,75MM",16.0,,,,,,4.0,23.59,13.59,12.0,03,2021,03-2021,3135468425
98,MEIA SEDA,12.0,,,,,,4.0,10.0,2.8,8.0,03,2021,03-2021,5405393611
99,ENCHIMENTO ACRÍLOCO - PT 1/2 KG,2.0,1.0,,,,,4.0,59.03,35.03,-1.0,03,2021,03-2021,6489681349
100,AGULHA MÃO DARNING N 5,89.0,,,,,,4.0,1.4,0.8,85.0,03,2021,03-2021,5108234595
101,Meada Anchor - 0268,14.0,,,,,,4.0,14.0,6.6,10.0,03,2021,03-2021,5921634641
102,TOALHA LAVABO MULTI ARTE - BRANCA,10.0,,,,,,4.0,27.3,14.5,6.0,03,2021,03-2021,5990626398
103,BORDADO INGLÊS 5CM - BRANCO,4.0,,,,,,4.0,10.0,5.2,0.0,03,2021,03-2021,7629064000
104,Linha Rayza - Amarelo Ouro,6.0,,,,,,3.0,29.86,10.36,3.0,03,2021,03-2021,5093175334
105,Linha Rayza - Canário,9.0,,,,,,3.0,29.42,9.92,6.0,03,2021,03-2021,8677286726
106,BARBANTE LIMA 6 ROSA,6.0,,,,,,3.0,58.5,19.8,3.0,03,2021,03-2021,8579275341
107,BARBANTE LIMA 6 PINK,6.0,,,,,,3.0,58.5,19.8,3.0,03,2021,03-2021,8430370609
108,BARBANTE LIMA 6 CAFÉ C/ LEITE,9.0,,,,,,3.0,58.34,19.64,6.0,03,2021,03-2021,1211330097
109,BARBANTE LIMA 8 MOSTARDA,6.0,,,,,,3.0,58.13,19.43,3.0,03,2021,03-2021,7004492935
110,BARBANTE LIMA 8 VERDE BANDEIRA,6.0,,,,,,3.0,58.5,19.8,3.0,03,2021,03-2021,2942684145
111,BARBANTE LIMA 8 BRANCO,3.0,,,,,,3.0,58.5,19.8,0.0,03,2021,03-2021,5946005754
112,LINHA ANNE 500 1112,3.0,,,,,,3.0,46.5,16.5,0.0,03,2021,03-2021,7991652114
113,TINTA TECIDO ACRILEX 988  ROSE,8.0,,,,,,3.0,11.4,3.9,5.0,03,2021,03-2021,3859866787
114,TINTA TECIDO ACRILEX 565 VINHO ,12.0,,,,,,3.0,11.6,4.1,9.0,03,2021,03-2021,7375054277
115,TINTA TECIDO ACRILEX 828 ROSA ANTIGO,9.0,,,,,,3.0,11.33,3.83,6.0,03,2021,03-2021,1789743815
116,TINTA TECIDO ACRILEX 579 AZUL HORTÊNCIA,13.0,,,,,,3.0,11.4,3.9,10.0,03,2021,03-2021,6931356810
117,LÃ MOLLET 100G -0940 PRETO,3.0,,,,,,3.0,31.5,11.4,0.0,03,2021,03-2021,7837145342
118,TINTA TECIDO GATO PRETO -431 MARROM,6.0,,,,,,3.0,11.4,5.4,3.0,03,2021,03-2021,5994488983
119,TINTA TECIDO GATO PRETO -419 BRANCO,2.0,1.0,,,,,3.0,11.4,5.4,0.0,03,2021,03-2021,164896632
120,PINCEL TIGRE 815 - 04,2.0,1.0,,,,,3.0,10.5,5.1,0.0,03,2021,03-2021,2155403589
121,FITA CETIM PROGRESSO 2 - 0201 BRANCO,47.0,,,,,,3.0,1.78,0.88,44.0,03,2021,03-2021,3043563872
122,LÃ MOLLET 40G -2194 TURQUESA,25.0,,,,,,3.0,12.0,4.5,22.0,03,2021,03-2021,2127389111
123,LÃ BEBÊ TODO DIA - 70102 PALHA,5.0,,,,,,3.0,47.4,20.4,2.0,03,2021,03-2021,3975777489
124,LINHA ANNE 500 7136 MARSALA,6.0,1.0,,,,,3.0,46.5,15.0,4.0,03,2021,03-2021,6119512692
125,LÃ MOLLET 100G -0541 ENSEADA,8.0,,,,,,3.0,29.28,10.38,5.0,03,2021,03-2021,7985788029
126,BARBANTE LIMA 8 AZUL BEBE,3.0,,,,,,3.0,58.13,19.43,0.0,03,2021,03-2021,2763665505
127,ARGOLA 120,24.0,,,,,,3.0,6.0,3.9,21.0,03,2021,03-2021,3776203061
128,LÃ MOLLET 40G -3182 CHICLETE,5.0,,,,2.0,,3.0,10.57,3.07,0.0,03,2021,03-2021,2779107679
129,BARBANTE LIMA 6 BRANCO,3.0,,,,,,3.0,58.38,19.68,0.0,03,2021,03-2021,7741446314
130,PINCEL TIGRE 815 - 06,3.0,,,,,,3.0,12.0,7.2,0.0,03,2021,03-2021,1648709954
131,BARBANTE MILANO 6 200G  PINK 550,3.0,,,,,,3.0,47.0,23.0,0.0,03,2021,03-2021,6520595317
132,TINTA TECIDO ACRILEX 577 TURQUESA,12.0,,,,,,3.0,11.24,3.74,9.0,03,2021,03-2021,9990762711
133,ELASTICO CHATO BRANCO 18 METRO,87.0,,,,,,3.0,4.5,2.4,84.0,03,2021,03-2021,5793056225
134,VERNIZ VITRAL 100ML - TRANSPAREMTE ACRILEX,2.0,1.0,,,,,3.0,39.88,12.88,0.0,03,2021,03-2021,7915432617
135,PANO DE COPA VAQUINHA,5.0,,,,,,3.0,21.5,10.4,2.0,03,2021,03-2021,125252576
136,TOALHA LAVABO TORINO - BRANCO,11.0,,,,,,3.0,12.0,3.9,8.0,03,2021,03-2021,2137779518
137,AGULHA MÁQUINA SINGER 80/12,86.0,,,,,,3.0,4.5,2.7,83.0,03,2021,03-2021,5445999642
138,FAIXA ADESIVA BDA-IV- 049 - arabesco,6.0,,,,,,3.0,7.5,4.5,3.0,03,2021,03-2021,9869453750
139,ELÁSTICO ROSA,10.0,,,,,,3.0,4.25,2.75,7.0,03,2021,03-2021,3833809951
140,"AGULHA CROCHÊ  MILWARD 3,5mm",22.0,,,,,,3.0,19.85,6.05,19.0,03,2021,03-2021,6837079710
141,"BARBANTE CRU KOREA 4,8 184MTS",3.0,,,,,,3.0,30.0,15.0,0.0,03,2021,03-2021,5237135101
142,BIG CONE CIRCULO 8 -7725 CAQUI ,0.0,8.0,,,,,3.0,159.0,48.0,5.0,03,2021,03-2021,2361417416
143,BIG CONE CIRCULO 8 - vermelho,0.0,8.0,,,,,3.0,159.0,48.0,5.0,03,2021,03-2021,3900749056
144,BIG CONE CIRCULO 6 -4156 LARANJA,0.0,4.0,,,,,3.0,158.0,47.0,1.0,03,2021,03-2021,9142662693
145,MISSANGA P - BRANCAS,0.0,8.0,,,,,3.0,6.0,3.0,5.0,03,2021,03-2021,340916165
146,FAIXA ADESIVA BDA-IV- 717 - COZINHA,0.0,3.0,,,,,3.0,7.5,4.5,0.0,03,2021,03-2021,9064926358
147,Lápis Progresso,0.0,3.0,,,,,3.0,29.4,14.4,0.0,03,2021,03-2021,441778366
148,TECIDO MICRO ETAMINE,0.0,10.0,,,,,3.0,81.0,36.0,7.0,03,2021,03-2021,7041817038
149,Linha Rayza - Verde Musgo,11.0,,,,,,2.0,20.0,7.0,9.0,03,2021,03-2021,6416232828
150,Meada Anchor - 0290,29.0,,,,,,2.0,7.8,3.8,27.0,03,2021,03-2021,7866295057
151,Meada Anchor - 0304,12.0,,,,,,2.0,7.8,3.8,10.0,03,2021,03-2021,6740059339
152,Meada Anchor - 0334,22.0,,,,,,2.0,7.8,3.8,20.0,03,2021,03-2021,47442422
153,Meada Anchor - 1098,10.0,,,,,,2.0,7.8,3.8,8.0,03,2021,03-2021,2971882043
154,Meada Anchor - 0020,10.0,,,,,,2.0,7.0,3.3,8.0,03,2021,03-2021,587583743
155,Meada Anchor - 0022,10.0,,,,,,2.0,7.0,3.3,8.0,03,2021,03-2021,7048115565
156,Meada Anchor - 0044,5.0,,,,,,2.0,7.0,3.0,3.0,03,2021,03-2021,1256561159
157,Meada Anchor - 0076,5.0,,,,,,2.0,7.0,3.3,3.0,03,2021,03-2021,3464343734
158,Meada Anchor - 1029,12.0,,,,,,2.0,7.0,3.3,10.0,03,2021,03-2021,2223631414
159,Meada Anchor - 0271,20.0,,,,,,2.0,7.0,3.3,18.0,03,2021,03-2021,1629755856
160,Meada Anchor - 0230,6.0,,,,,,2.0,7.0,3.3,4.0,03,2021,03-2021,8028095168
161,Meada Anchor - 0229,5.0,,,,,,2.0,7.0,3.3,3.0,03,2021,03-2021,6230412508
162,Meada anchor - 0239,14.0,,,,,,2.0,7.8,3.8,12.0,03,2021,03-2021,9889212822
163,Meada Anchor - 0256,7.0,,,,,,2.0,7.0,3.3,5.0,03,2021,03-2021,7128866368
164,Meada Anchor - 0401,10.0,,,,,,2.0,7.0,3.3,8.0,03,2021,03-2021,6786712298
165,"colchete pressão - 009  9,8mm",189.0,,,,,,2.0,1.4,0.92,187.0,03,2021,03-2021,2018692483
166,COSTURA DRIMA - 5992,4.0,,,,,,2.0,5.0,2.6,2.0,03,2021,03-2021,8227308252
167,LINHA POLIESTER COSTURA - 367 CINZA,2.0,,,,,,2.0,10.0,5.0,0.0,03,2021,03-2021,915043331
168,LINHA POLIESTER COSTURA - PRETA,30.0,,,,,,2.0,12.0,5.6,28.0,03,2021,03-2021,1071847856
169,LETRA METAL 2CM -L,24.0,,,,,,2.0,3.0,1.0,22.0,03,2021,03-2021,1341299703
170,COLA TEK BOND 2 20G,12.0,,,,,,2.0,21.6,7.66,10.0,03,2021,03-2021,7889478087
171,COLA PANO ACRILEX 35G,9.0,,,,,,2.0,8.0,2.6,7.0,03,2021,03-2021,1263231896
172,COLA JEANS,14.0,,,,,,2.0,7.0,3.6,12.0,03,2021,03-2021,2506874581
173,DILUENTE P/TINTA TECIDO,6.0,,,,,,2.0,9.2,4.4,4.0,03,2021,03-2021,9231158317
174,FIO DE MALHA -3011  AZUL escuro,13.0,,,,,,2.0,48.0,20.0,11.0,03,2021,03-2021,1315405324
175,LINHA COSTURA SOL - PRETA,33.0,,,,,,2.0,12.0,5.0,31.0,03,2021,03-2021,4159926767
176,BARROCO DECORE -8990  PRETO ,6.0,,,,,,2.0,43.84,12.84,4.0,03,2021,03-2021,4879510171
177,BARBANTE LIMA 6 BORDO,6.0,,,,,,2.0,39.0,13.2,4.0,03,2021,03-2021,5263370436
178,BARBANTE LIMA 6 LARANJA,2.0,,,,,,2.0,39.0,13.2,0.0,03,2021,03-2021,840372566
179,BARBANTE LIMA 8 VERMELHO,24.0,,,,,,2.0,39.0,13.2,22.0,03,2021,03-2021,6712152242
180,BARBANTE LIMA 8 VERDE LIMÃO,3.0,,,,,,2.0,39.0,13.2,1.0,03,2021,03-2021,2502467283
181,BARBANTE LIMA 8 PRETO,8.0,,,,,,2.0,37.95,12.15,6.0,03,2021,03-2021,182659649
182,LINHA ANNE 500 0020 NATURAL,17.0,,,,,,2.0,31.0,11.0,15.0,03,2021,03-2021,9443218394
183,LINHA ANNE 500 1289 CANÁRIO,11.0,,,,,,2.0,32.0,12.0,9.0,03,2021,03-2021,4481988950
184,CAMILA FASHION 500  BRANCO,10.0,,,,3.0,,2.0,33.0,10.6,5.0,03,2021,03-2021,7836765072
185,TINTA TECIDO ACRILEX 516 VIOLETA ,5.0,,,,,,2.0,7.6,2.6,3.0,03,2021,03-2021,3286807208
186,TINTA TECIDO ACRILEX 527 PINK ,12.0,,,,,,2.0,7.6,2.6,10.0,03,2021,03-2021,5598725500
187,TINTA TECIDO ACRILEX 541 VERMELHO VIVO,5.0,,,,,,2.0,7.6,2.6,3.0,03,2021,03-2021,1347907069
188,TINTA TECIDO ACRILEX 811 AZUL BEBÊ,7.0,,,,,,2.0,7.6,2.6,5.0,03,2021,03-2021,4811690739
189,TINTA TECIDO ACRILEX 504 AMARELO LIMÃO,8.0,,,,,,2.0,7.6,2.6,6.0,03,2021,03-2021,3515480517
190,TINTA TECIDO ACRILEX 513 VERDE MUSGO,12.0,,,,,,2.0,7.49,2.49,10.0,03,2021,03-2021,7716716551
191,LÃ SUPER BEBÊ 100G - 5030 LILÁS,11.0,,,,,,2.0,31.34,12.14,9.0,03,2021,03-2021,3142614461
192,LÃ MAIS BEBE - 8176 OFF WHITE,8.0,,,,,,2.0,31.6,12.6,6.0,03,2021,03-2021,5599732558
193,LÃ ECLETIC - 310,2.0,,,,,,2.0,35.8,17.8,0.0,03,2021,03-2021,5753727204
194,TOALHA PLÁSTICO MESA - GALINHA,29.0,,,,,,2.0,29.0,9.0,27.0,03,2021,03-2021,3363174336
195,LINHA CLÉA 1000 -2151 CÉU,3.0,,,,,,2.0,31.0,10.0,1.0,03,2021,03-2021,2394273109
196,LINHA CLÉA 5 -8176 OFF-WHITE,7.0,,,,,,2.0,31.0,11.6,5.0,03,2021,03-2021,6574143598
197,LINHA ANNE 65M - 6085 ROSA,3.0,,,,,,2.0,9.6,4.6,1.0,03,2021,03-2021,6818339550
198,CAMILINHA 125M - 0229 - VERDE BANDEIRA,13.0,,,,,,2.0,9.6,4.0,11.0,03,2021,03-2021,651193869
199,TINTA FOSCA P/ARTESANATO - 505 AMARELO OURO ,4.0,,,,,,2.0,18.0,6.0,2.0,03,2021,03-2021,7117348652
200,PINCEL TIGRE 815 - 08,8.0,,,,,,2.0,9.0,4.0,6.0,03,2021,03-2021,5553496139
201,PINCEL TIGRE 815 - 10,5.0,,,,,,2.0,8.0,4.0,3.0,03,2021,03-2021,9972638634
202,FITA CETIM PROGRESSO 5 - 0209 VERMELHO,6.0,,,,,,2.0,2.0,1.0,4.0,03,2021,03-2021,454082879
203,FITA CETIM PROGRESSO 5 - 0215 AZUL MARINHO,20.0,,,,,,2.0,2.0,1.0,18.0,03,2021,03-2021,7014171330
204,Meada Anchor - 0001,17.0,,,,,,2.0,7.0,3.3,15.0,03,2021,03-2021,1660833001
205,LÃ BEBÊ TODO DIA - 4454,3.0,,,,,,2.0,31.6,13.6,1.0,03,2021,03-2021,8915874944
206,VERNIZ FOSCO- 100ML,5.0,,,,,,2.0,23.8,9.8,3.0,03,2021,03-2021,7574843593
207,TINTA PVA FOSCA 100 ML- 739 VERDE NATAL ,0.0,6.0,,,,,2.0,15.8,6.2,4.0,03,2021,03-2021,6139478050
208,LINHA CLÉA 1000 -1289 CANÁRIO,6.0,1.0,,,,,2.0,31.0,10.0,5.0,03,2021,03-2021,1032875555
209,OLHO P AMIGURUMI -18 PRETO,28.0,,,,,,2.0,3.0,1.8,26.0,03,2021,03-2021,7382228940
210,"AGULHA CROCHÊ CIRCULO - 3,5",9.0,,,,,,2.0,11.91,6.31,7.0,03,2021,03-2021,7092672469
211,"AGULHA CROCHE TULIP - 2- 1,50MM",24.0,,,,,,2.0,12.0,5.0,22.0,03,2021,03-2021,7679862728
212,"AGULHA CROCHE TULIP -4 1,25MM",22.0,,,,,,2.0,12.0,5.0,20.0,03,2021,03-2021,466527758
213,LÃ MOLLET 40G -0010 BRANCO,8.0,2.0,,,,,2.0,7.6,2.6,8.0,03,2021,03-2021,383033735
214,BARBANTE APOLO 4 -7496 CHOCOLATE,8.0,,,,,,2.0,39.0,13.2,6.0,03,2021,03-2021,7381126358
215,BARROCO DECORE LUXO -0305,5.0,,,,,,2.0,44.0,13.0,3.0,03,2021,03-2021,9358896716
216,CAMILINHA 125M - 0291 - AMARELO OURO,3.0,,,,,,2.0,10.3,4.5,1.0,03,2021,03-2021,7394752892
217,LÃ MOLLET 100G -0850 CASTANHO,9.0,,,,,,2.0,21.43,7.43,7.0,03,2021,03-2021,4441675163
218,AGULHA BORDADO - 18,40.0,,,,,,2.0,2.0,1.0,38.0,03,2021,03-2021,2095368338
219,BARBANTE EUROROMA 6 - PRETO,6.0,,,,,,2.0,38.86,13.06,4.0,03,2021,03-2021,6386380299
220,BARBANTE EUROROMA 6 - CINZA,8.0,,,,,,2.0,39.0,13.2,6.0,03,2021,03-2021,2017734490
