,Produto,Saldo Inicial,Entradas,Devoluções,Compras,Saídas,Prêmio,Quant. Vendas,Valor Vendas,Lucro Bruto,Estoque Final,Mês,Ano,Mês/Ano,insertion_id
43,BARBANTE LIMA 6 MARROM,5.0,,,,,,3.0,57.41,18.71,2.0,01,2021,01-2021,22463436
44,LINHA ANNE 500 1289 CANÁRIO,12.0,3.0,,,,,3.0,46.5,16.5,12.0,01,2021,01-2021,1402096724
45,LINHA ANNE 500 6201 AMETISTA,10.0,,,,,,3.0,46.5,16.5,7.0,01,2021,01-2021,5275386871
46,TINTA TECIDO ACRILEX 519 BRANCO,19.0,,,,,,3.0,10.4,3.35,16.0,01,2021,01-2021,4278047789
47,TINTA TECIDO ACRILEX 500 CLAREADOR,17.0,,,,,,3.0,10.43,2.93,14.0,01,2021,01-2021,1003979306
48,TECIDO JUTA ,6.0,,,,,,3.0,33.0,15.0,3.0,01,2021,01-2021,8722372383
49,LINHA CLÉA 1000 - 0020 ATURAL ,8.0,,,,,,3.0,46.5,16.5,5.0,01,2021,01-2021,9524808501
50,LINHA ANNE 65M - 7684 - PORCELANA,5.0,,,,,,3.0,13.27,5.77,2.0,01,2021,01-2021,3414580889
51,PINCEL TIGRE - 308- 0,5.0,,,,,,3.0,29.7,13.2,2.0,01,2021,01-2021,6704598666
52,LÃ NINA - 112  AZUL BEBE,9.0,,,,,,3.0,60.0,24.0,6.0,01,2021,01-2021,3178282669
53,ELASTICO CHATO BRANCO 20,12.0,,,,,,3.0,4.5,2.25,9.0,01,2021,01-2021,3612738630
54,ELASTICO 34MM BRANCO ROLO 25,45.0,,,,,,3.0,10.0,7.0,42.0,01,2021,01-2021,5393963314
55,"AGULHA CROCHE AÇO CIRCULO - 2,10MM",11.0,,,,,,3.0,17.86,7.36,8.0,01,2021,01-2021,1937389281
56,TECIDO 1/4,93.0,,,,,,3.0,18.0,9.0,90.0,01,2021,01-2021,2088341145
57,ELASTICO 20MM BRANCO POR METRO,0.0,,,,,,3.0,4.5,2.4,-3.0,01,2021,01-2021,1842126055
58,RENDA GUIPEARE 7CM AZUL ROYAL,6.7,,,,,,3.0,29.27,14.27,3.7,01,2021,01-2021,7991308306
59,FITA CETIM PROGRESSO 1 - 215 MARINHO,100.0,,,,,,3.0,1.05,0.6,97.0,01,2021,01-2021,4634086494
60,VIÉS 24MM - AZUL MARINHO,50.0,,,,,,3.0,1.5,0.75,47.0,01,2021,01-2021,3412819126
61,PASSA FITA - PALHA,13.7,,,,,,3.0,6.0,3.0,10.7,01,2021,01-2021,9390020456
62,BORDADO C/ PASSA FITA 5CM - PALHA,21.0,,,,,,3.0,11.4,5.4,18.0,01,2021,01-2021,2922723147
63,LINHA CLÉA 1000 -3402 VERMELHO CIRCULO,16.0,,,,,,3.0,46.5,16.5,13.0,01,2021,01-2021,5502837457
64,oleo de linhaça  - 100 ml,0.0,5.0,,,,,3.0,24.41,10.91,2.0,01,2021,01-2021,6404378370
65,Linha Rayza - Vermelho,15.0,,,,,,2.0,17.93,6.93,13.0,01,2021,01-2021,8717673585
66,COSTURA DRIMA - 5470,6.0,,,,,,2.0,5.0,2.6,4.0,01,2021,01-2021,7527918369
67,linha amigurumi- 7564,6.0,,,,,,2.0,25.8,8.8,4.0,01,2021,01-2021,9553011383
68,CX SEXTAVADA TAMPA SAPATO 15X15X6,42.0,,,,,,2.0,11.0,5.2,40.0,01,2021,01-2021,5388684663
69,guardanapos papel p/decoupage,285.0,,,,,,2.0,5.0,2.0,283.0,01,2021,01-2021,463510016
70,TELA P/PINTURA 30X50,2.0,,,,,,2.0,36.33,14.57,0.0,01,2021,01-2021,2805828796
71,LINHA POLIESTER COSTURA - BRANCA,14.0,,,,,,2.0,12.0,5.6,12.0,01,2021,01-2021,3251042643
72,BASTÃO COLA QUENTE FINO ,22.0,,,,,,2.0,1.5,0.9,20.0,01,2021,01-2021,4234642642
73,COLA PANO ACRILEX 35G,12.0,,,,,,2.0,8.0,2.6,10.0,01,2021,01-2021,4140254813
74,BARBANTE LIMA 6 LARANJA,4.0,,,,,,2.0,38.6,12.8,2.0,01,2021,01-2021,7456475763
75,BARBANTE LIMA 8 MARROM ,6.0,,,,,,2.0,38.38,12.58,4.0,01,2021,01-2021,8294601848
76,BARBANTE LIMA 8 CAFÉ C/LEITE,6.0,,,,,,2.0,39.0,13.2,4.0,01,2021,01-2021,1588930410
77,BARBANTE LIMA 8 VERMELHO,5.0,,,,,,2.0,39.0,13.2,3.0,01,2021,01-2021,720650966
78,BARBANTE LIMA 8 CINZA,2.0,,,,,,2.0,38.75,12.95,0.0,01,2021,01-2021,6758619789
79,LINHA ANNE 500 3583 CEREJA,2.0,,,,,,2.0,31.0,11.0,0.0,01,2021,01-2021,4918839601
80,LINHA ANNE 500 7382 CHOCOLATE,6.0,,,,,,2.0,31.0,11.0,4.0,01,2021,01-2021,7023370491
81,CAMILA FASHION 500  0332,4.0,,,,,,2.0,33.0,10.6,2.0,01,2021,01-2021,1106335088
82,TINTA TECIDO ACRILEX 516 VIOLETA ,8.0,,,,,,2.0,7.0,2.3,6.0,01,2021,01-2021,9166214504
83,TINTA TECIDO ACRILEX 545 VERDE OLIVA,8.0,,,,,,2.0,7.0,2.3,6.0,01,2021,01-2021,7299831943
84,TINTA TECIDO ACRILEX 525 CAMURÇA,6.0,,,,,,2.0,7.0,2.3,4.0,01,2021,01-2021,9894478561
85,TINTA TECIDO ACRILEX 809 LILÁS BEBÊ,7.0,,,,,,2.0,7.0,2.4,5.0,01,2021,01-2021,3603574539
86,LÃ MOLLET 100G -0940 PRETO,0.0,,,,,,2.0,20.0,7.4,-2.0,01,2021,01-2021,9511150761
87,CAMILINHA 125M - 0304 - LARANJA,6.0,,,,,,2.0,9.6,4.0,4.0,01,2021,01-2021,4961627631
88,PINCEL TIGRE 815 - 20,3.0,,,,,,2.0,24.0,12.0,1.0,01,2021,01-2021,9480829313
89,PINCEL CONDOR 284-6,2.0,,,,,,2.0,16.24,7.24,0.0,01,2021,01-2021,7816896031
90,LÃ MOLLET 40G -8176 OFF-WHITE,9.0,,,,2.0,,2.0,7.6,2.6,5.0,01,2021,01-2021,4126305966
91,TINTA ÓLEO GATO PRETO 25 ML - COR DE CARNE CLARO,5.0,,,,,,2.0,14.04,7.04,3.0,01,2021,01-2021,3174703225
92,TINTA PVA FOSCA 100 ML -756 TURQUESA ,2.0,,,,,,2.0,13.0,6.0,0.0,01,2021,01-2021,4580974945
93,BARBANTE LIMA 6 CINZA,4.0,,,,,,2.0,39.0,13.2,2.0,01,2021,01-2021,9194418567
94,TELA P/PINTURA 30X30,4.0,,,,,,2.0,24.0,10.4,2.0,01,2021,01-2021,85306393
95,ELASTICO 29MM PRETO ROLO ,21.0,,,,,,2.0,6.0,3.0,19.0,01,2021,01-2021,2435335576
96,BARBANTE APOLO 4 -8473 CINZA,8.0,,,,,,2.0,39.0,13.2,6.0,01,2021,01-2021,9875463313
97,TINTA TECIDO ACRILEX 583 VERMELHO TOMATE ,16.0,,,,,,2.0,7.0,2.3,14.0,01,2021,01-2021,2453406242
98,TINTA PVA FOSCA 100 ML - PRETO,15.0,,,,,,2.0,13.0,6.0,13.0,01,2021,01-2021,9368795267
99,TINTA PVA FOSCA 100ML- BRANCO,8.0,,,,,,2.0,13.0,6.0,6.0,01,2021,01-2021,1018101532
100,TINTA ÓLEO GATO PRETO 25 ML - ROSA ORQUIDEA,3.0,,,,,,2.0,13.98,6.98,1.0,01,2021,01-2021,7258014985
101,PINCEL CONDOR 284-10 ,6.0,,,,,,2.0,26.48,10.48,4.0,01,2021,01-2021,8583313784
102,PINCEL TIGRE 815 - 06,5.0,,,,,,2.0,8.0,4.8,3.0,01,2021,01-2021,581065661
103,TINTA TECIDO ACRILEX 528  LILÁS ,13.0,,,,,,2.0,7.0,2.3,11.0,01,2021,01-2021,3530847142
104,TINTA TECIDO ACRILEX 582 VERDE GRAMA,10.0,,,,,,2.0,7.0,2.3,8.0,01,2021,01-2021,1114512397
105,TERMOCOLANTE,3.0,,,,,,2.0,17.73,7.73,1.0,01,2021,01-2021,3678908879
106,ELASTICO 29MM BRANCO ,5.0,,,,,,2.0,6.0,3.0,3.0,01,2021,01-2021,9537501733
107,RENDA GUIPEARE 7CM VERDE ÁGUA ,5.0,,,,,,2.0,19.53,9.53,3.0,01,2021,01-2021,8401794050
108,CAMILINHA 40M - 5333 - LARANJA MESCLA,5.0,,,,,,2.0,6.0,2.6,3.0,01,2021,01-2021,7564230926
109,CAMILINHA 40M - 0430 - AMARELO OURO ,8.0,,,,,,2.0,6.0,2.6,6.0,01,2021,01-2021,2606010379
110,BARBANTE EUROROMA 6 - CHUMBO,5.0,,,,,,2.0,37.5,11.7,3.0,01,2021,01-2021,3821647978
111,COSTURA DRIMA - 0180,6.0,,,,,,2.0,5.0,2.6,4.0,01,2021,01-2021,2467450045
112,ABRIDOR DE CASA P,2.0,24.0,,,,,2.0,5.0,2.6,24.0,01,2021,01-2021,6782392820
113,AMIGURUMI PELUCIA -3077,4.0,,,,,,2.0,27.0,9.0,2.0,01,2021,01-2021,9632977232
114,AMIGURUMI PELUCIA -7650,6.0,,,,,,2.0,27.0,9.0,4.0,01,2021,01-2021,2237501521
115,PANO DE COPA GALINHA,8.0,,,,,,2.0,15.0,7.6,6.0,01,2021,01-2021,7611622071
116,FRALDA BOCA NICOLI - ROSA,10.0,,,,,,2.0,9.6,4.0,8.0,01,2021,01-2021,1497033995
117,FITA CETIM PROGRESSO 1 - 386 TURQUESA,400.0,,,,,,2.0,0.7,0.4,398.0,01,2021,01-2021,2982714684
118,FITA CETIM PROGRESSO 1 - 212 AZUL,100.0,,,,,,2.0,0.7,0.4,98.0,01,2021,01-2021,9766998061
119,PINCEL CONDOR 284-14,5.0,,,,,,2.0,27.14,11.14,3.0,01,2021,01-2021,8966387734
120,PINCEL CONDOR 285-12 ,2.0,,,,,,2.0,19.22,8.22,0.0,01,2021,01-2021,9933051508
121,Linha Rayza - Verde Bandeira,10.0,,,,,,1.0,9.5,4.0,9.0,01,2021,01-2021,2779849431
122,Linha Rayza - Bege,10.0,,,,,,1.0,9.5,4.0,9.0,01,2021,01-2021,9022090635
123,Linha Rayza - Amarelo Ouro,7.0,,,,,,1.0,9.5,4.0,6.0,01,2021,01-2021,481849154
124,Meada Anchor - 0297,3.0,,,,,,1.0,3.5,1.65,2.0,01,2021,01-2021,3882379088
125,Meada Anchor - 0304,13.0,,,,,,1.0,3.5,1.65,12.0,01,2021,01-2021,7510469569
126,Meada Anchor - 1003,7.0,,,,,,1.0,3.5,1.65,6.0,01,2021,01-2021,879982980
127,Novelo Anchor - 00046,7.0,,,,,,1.0,9.8,3.9,6.0,01,2021,01-2021,5853360644
128,Novelo Anchor - 00304,7.0,,,,,,1.0,9.5,3.6,6.0,01,2021,01-2021,6195426679
129,Novelo Anchor - 00134,9.0,,,,,,1.0,9.8,3.9,8.0,01,2021,01-2021,4527355287
130,Novelo Anchor - 00403,2.0,,,,,,1.0,9.5,3.6,1.0,01,2021,01-2021,1356322583
131,Novelo Anchor - 00130,9.0,,,,,,1.0,8.8,2.9,8.0,01,2021,01-2021,1953026752
132,Novelo Anchor - 00357,1.0,,,,,,1.0,9.5,3.6,0.0,01,2021,01-2021,6530825913
133,Novelo Anchor - 01217,9.0,,,,,,1.0,9.5,3.6,8.0,01,2021,01-2021,3087069039
134,Novelo Anchor - 01202,5.0,,,,,,1.0,9.5,3.6,4.0,01,2021,01-2021,611064108
135,Meada Anchor - 0347,14.0,,,,,,1.0,3.5,1.65,13.0,01,2021,01-2021,1977726535
136,Meada Anchor - 0046,28.0,,,,,,1.0,3.5,1.65,27.0,01,2021,01-2021,3395306324
137,Meada Anchor - 0211,13.0,,,,,,1.0,3.5,1.65,12.0,01,2021,01-2021,7395953541
138,Meada Anchor - 0874,12.0,,,,,,1.0,3.5,1.65,11.0,01,2021,01-2021,967667824
139,Meada Anchor - 0236,4.0,,,,,,1.0,3.5,1.65,3.0,01,2021,01-2021,2238163880
140,Drima Pesponto - 5704,10.0,,,,,,1.0,2.0,1.13,9.0,01,2021,01-2021,2073158341
141,ziper sintetico fino fixo - 15cm chocolate,5.0,,,,,,1.0,2.0,1.11,4.0,01,2021,01-2021,6857773194
142,Ziper sintetico fino fixo - 18cm preto,43.0,,,,,,1.0,2.2,1.25,42.0,01,2021,01-2021,521839163
143,ziper sintetico fino fixo - 18cm salmão,8.0,,,,,,1.0,2.2,1.25,7.0,01,2021,01-2021,9046317195
144,"AGULHA CROCHÊ  MILWARD 2,5mm",6.0,,,,,,1.0,6.0,2.2,5.0,01,2021,01-2021,6881736471
145,AGULHA CROCHÊ  MILWARD 4mm,4.0,,,,,,1.0,6.0,2.2,3.0,01,2021,01-2021,5372888778
146,AGULHA CROCHÊ  MILWARD 7mm,5.0,,,,,,1.0,6.0,2.2,4.0,01,2021,01-2021,4844817420
147,COSTURA DRIMA - CRU,101.0,,,,,,1.0,2.5,1.3,100.0,01,2021,01-2021,8897668554
148,COSTURA DRIMA - 5931,10.0,,,,,,1.0,2.5,1.3,9.0,01,2021,01-2021,5565445146
149,COSTURA DRIMA - 6014,1.0,,,,,,1.0,2.5,1.3,0.0,01,2021,01-2021,6131749125
150,COSTURA DRIMA - 5888,3.0,,,,,,1.0,2.5,1.3,2.0,01,2021,01-2021,3247967715
151,COSTURA DRIMA - 6078,8.0,,,,,,1.0,2.5,1.3,7.0,01,2021,01-2021,2958409810
152,COSTURA DRIMA - 5889,1.0,,,,,,1.0,2.5,1.3,0.0,01,2021,01-2021,481832365
153,COSTURA DRIMA - 4535,4.0,,,,,,1.0,2.5,1.3,3.0,01,2021,01-2021,4676643954
154,linha amigurumi- 7650 AMENDOA,12.0,,,,,,1.0,12.9,4.4,11.0,01,2021,01-2021,409843918
155,linha amigurumi- 8001 BRANCO,4.0,,,,,,1.0,12.9,4.4,3.0,01,2021,01-2021,2783691937
156,LINHA DUNA- 5638,10.0,,,,,,1.0,12.5,5.0,9.0,01,2021,01-2021,5610878901
157,COSTURA DRIMA - 4968,10.0,,,,,,1.0,2.5,1.3,9.0,01,2021,01-2021,6714196601
158,COSTURA DRIMA - 6096,1.0,,,,,,1.0,2.5,1.3,0.0,01,2021,01-2021,1466123164
159,COSTURA DRIMA - 0416,7.0,,,,,,1.0,2.5,1.3,6.0,01,2021,01-2021,856579447
160,COSTURA DRIMA - 5878,3.0,,,,,,1.0,2.5,1.3,2.0,01,2021,01-2021,5794422759
161,COSTURA DRIMA - 5836,10.0,,,,,,1.0,2.5,1.3,9.0,01,2021,01-2021,4626880111
162,PORTA RETRATO C/BASE HORIZONTAL 24X6X16,18.0,,,,,,1.0,4.9,2.4,17.0,01,2021,01-2021,6861318659
163,TINTA PVA METAL - 100ML- OURO RICO,1.0,,,,,,1.0,15.0,4.5,0.0,01,2021,01-2021,7037905480
164,PAINEL P PINTURA 20X20,6.0,,,,,,1.0,11.48,4.68,5.0,01,2021,01-2021,7318911066
165,PAINEL P PINTURA 30X30,4.0,,,,,,1.0,16.38,6.08,3.0,01,2021,01-2021,4982102234
166,TELA P/PINTURA 30X40,1.0,,,,,,1.0,15.0,7.8,0.0,01,2021,01-2021,8796707714
167,MEADA ANCHOR RAION - 50055 - ROSA,2.0,,,,,,1.0,4.94,1.14,1.0,01,2021,01-2021,5963575577
168,MEADA ANCHOR RAION - 50926 CRU,6.0,,,,,,1.0,5.01,1.21,5.0,01,2021,01-2021,8147840329
169,MEADA ANCHOR RAION - 50333 - LARANJA,2.0,,,,,,1.0,5.01,1.21,1.0,01,2021,01-2021,3992275298
170,MEADA ANCHOR RAION - 50046 - VERMELH0,3.0,,,,,,1.0,5.01,1.21,2.0,01,2021,01-2021,3911506045
171,MEADA ANCHOR RAION - 50020- VERMELHO ESC,1.0,,,,,,1.0,5.01,1.21,0.0,01,2021,01-2021,3578747241
172,MEADA ANCHOR RAION - 50367,6.0,,,,,,1.0,5.01,1.21,5.0,01,2021,01-2021,9326990347
173,MEADA ANCHOR RAION -50301 - MANTEIGA,1.0,,,,,,1.0,5.0,1.2,0.0,01,2021,01-2021,6274787667
174,BARBANTE 4/8  184 MT,1.0,,,,,,1.0,4.8,2.5,0.0,01,2021,01-2021,8039652229
175,AGULHA CROCHÊ CABO EMBORRACHADO ,25.0,,,,,,1.0,20.0,1.8,24.0,01,2021,01-2021,5921830435
176,BASTÃO COLA QUENTE GROSSO ,14.0,,,,,,1.0,1.5,0.8,13.0,01,2021,01-2021,6310922953
177,COLA TEK BOND 2 20G,17.0,,,,1.0,,1.0,10.24,3.27,15.0,01,2021,01-2021,4950626631
178,"FITA ADESIVA DE ESPUMA DUPLA FACE- 19MMX1,5M",8.0,,,,,,1.0,5.8,2.8,7.0,01,2021,01-2021,6272222064
179,COLA JEANS,4.0,,,,,,1.0,3.5,1.8,3.0,01,2021,01-2021,9100571520
180,FIO DE MALHA -ECOMALHA -3008  VERMELHO,8.0,,,,,,1.0,24.0,10.0,7.0,01,2021,01-2021,3482916226
181,BIG CONE euro 8 -0250 PRETO ,3.0,,,,,,1.0,44.16,14.16,2.0,01,2021,01-2021,2855377469
182,BARROCO MAX 4/6 -1449 OURO,2.0,,,,,,1.0,17.5,5.85,1.0,01,2021,01-2021,7599615870
183,BARBANTE MILANO 6 200G 0510 ROSA ,1.0,,,,,,1.0,15.8,7.8,0.0,01,2021,01-2021,7309168936
184,BARBANTE MILANO 6 200G 0835 MENTA ,5.0,,,,,,1.0,15.8,7.8,4.0,01,2021,01-2021,7230157147
185,BARBANTE TRENTO - MARROM 1100,9.0,,,,,,1.0,15.8,7.3,8.0,01,2021,01-2021,4855583003
186,BARBANTE TRENTO - CINZA 270,2.0,,,,,,1.0,14.5,5.0,1.0,01,2021,01-2021,4227324460
187,BARBANTE LIMA 6 CRU,0.0,,,,,,1.0,19.1,6.2,-1.0,01,2021,01-2021,1901767898
188,BARBANTE LIMA 6 VERDE LIMÃO,8.0,,,,,,1.0,19.5,6.6,7.0,01,2021,01-2021,6807241994
189,BARBANTE LIMA 6 ROYAL,6.0,,,,,,1.0,19.1,6.2,5.0,01,2021,01-2021,6343476107
190,BARBANTE LIMA 6 AMARELO OURO,1.0,,,,,,1.0,19.5,6.6,0.0,01,2021,01-2021,9893955069
191,BARBANTE LIMA 6 BORDO,1.0,,,,,,1.0,18.4,5.5,0.0,01,2021,01-2021,9060202356
192,BARBANTE LIMA 6 VERDE  BANDEIRA,5.0,,,,,,1.0,19.5,6.6,4.0,01,2021,01-2021,7977251636
193,BARBANTE LIMA 6 VERMELHO ,1.0,,,,,,1.0,19.5,6.6,0.0,01,2021,01-2021,2023389886
194,BARBANTE LIMA 8 VERDE ÁGUA,1.0,,,,,,1.0,17.5,4.6,0.0,01,2021,01-2021,9528831954
195,BARBANTE LIMA 8 VERDE LIMÃO,6.0,,,,,,1.0,19.5,6.6,5.0,01,2021,01-2021,6304277261
196,BARBANTE SPESSO - 24 FIOS AZUL BEBE,12.0,,,,,,1.0,24.0,8.5,11.0,01,2021,01-2021,8609277208
197,LINHA ANNE 250M 7684 PORCELANA,4.0,,,,,,1.0,10.5,3.5,3.0,01,2021,01-2021,8988592755
198,LINHA ANNE 500  8001 BRANCO,15.0,,,,,,1.0,15.5,5.5,14.0,01,2021,01-2021,4540893781
199,LINHA ANNE 500 AMÊNDOA,0.0,,,,,,1.0,14.5,4.5,-1.0,01,2021,01-2021,5377466155
200,LINHA ANNE 500 4456 LARANJA,6.0,,,,,,1.0,15.5,5.5,5.0,01,2021,01-2021,7262781359
201,LINHA ANNE 500 4445 TANGERINA,2.0,,,,,,1.0,15.5,5.5,1.0,01,2021,01-2021,6600511822
202,LINHA ANNE 500 6133 PINK,2.0,,,,,,1.0,15.5,5.5,1.0,01,2021,01-2021,379225412
203,LINHA ANNE 500 5800 PISTACHE,3.0,,,,,,1.0,15.5,5.5,2.0,01,2021,01-2021,8396997379
204,LINHA ANNE 500 5203 GRENERY,2.0,,,,,,1.0,15.5,5.5,1.0,01,2021,01-2021,405898648
205,CAMILA FASHION 500  BRANCO,11.0,,,,,,1.0,16.5,5.3,10.0,01,2021,01-2021,1789913803
206,CAMILA FASHION 500  PRETO,1.0,,,,,,1.0,16.5,5.3,0.0,01,2021,01-2021,3492056890
207,TINTA TECIDO ACRILEX 996 BERINGELA,6.0,,,,,,1.0,3.5,1.2,5.0,01,2021,01-2021,2543035813
208,TINTA TECIDO ACRILEX 567  ROSA CHÁ ,8.0,,,,,,1.0,3.5,1.15,7.0,01,2021,01-2021,1152821168
209,TINTA TECIDO ACRILEX 537 ROSA,13.0,,,,,,1.0,3.5,1.0,12.0,01,2021,01-2021,9717196060
210,TINTA TECIDO ACRILEX 505 AMARELO OURO,5.0,,,,,,1.0,3.5,1.0,4.0,01,2021,01-2021,2475368099
211,TINTA TECIDO ACRILEX 517 LARANJA ,9.0,,,,,,1.0,3.5,1.15,8.0,01,2021,01-2021,4252052730
212,TINTA TECIDO ACRILEX 933 CINZA,7.0,,,,,,1.0,3.5,1.2,6.0,01,2021,01-2021,927703716
213,TINTA TECIDO ACRILEX 569 CARAMELO,9.0,,,,,,1.0,3.5,1.15,8.0,01,2021,01-2021,616066152
214,TINTA TECIDO ACRILEX 531 MARROM,3.0,,,,,,1.0,3.5,1.15,2.0,01,2021,01-2021,7035603875
215,TINTA TECIDO ACRILEX 549 MAGENTA,11.0,,,,,,1.0,3.5,1.0,10.0,01,2021,01-2021,6897205236
216,LINHA LIZZY PINK,4.0,,,,,,1.0,15.84,3.84,3.0,01,2021,01-2021,3727141884
217,LÃ SUPER BEBÊ 100G - 4004 ROSA,7.0,,,,,,1.0,15.8,6.2,6.0,01,2021,01-2021,1233087679
218,LÃ SUPER BEBÊ 100G - 0884 BEGE,3.0,,,,,,1.0,15.0,5.4,2.0,01,2021,01-2021,2277446533
219,BARROCO MULT 200G -9484 VERÃO,2.0,,,,,,1.0,17.9,6.2,1.0,01,2021,01-2021,6815982732
220,BARROCO MULT 200G -9440 QUARTZO VERDE,4.0,,,,,,1.0,17.5,5.8,3.0,01,2021,01-2021,8305583156
221,BARROCO MULT 200G -9181 ,5.0,,,,,,1.0,17.5,5.8,4.0,01,2021,01-2021,1067592598
