,Produto,Saldo Inicial,Entradas,Devoluções,Compras,Saídas,Prêmio,Quant. Vendas,Valor Vendas,Lucro Bruto,Estoque Final,Mês,Ano,Mês/Ano,insertion_id
84,TECIDO TALAGARÇA GROSSA ,8.0,,,,,,3.0,96.0,33.0,5.0,11,2020,11-2020,1304888390
85,TNT AZUL,9.0,,,,,,3.0,6.0,2.4,6.0,11,2020,11-2020,6580410774
86,CAMILINHA 125M - 0231 - VERDE BANDEIRA 2,3.0,,,,,,3.0,14.4,6.0,0.0,11,2020,11-2020,1163635357
87,PINCEL CONDOR 285-24 REDONDO,3.0,,,,,,3.0,42.0,18.0,0.0,11,2020,11-2020,5831513900
88,LÃ MOLLET 40G -9339 VIBRANTE,7.0,,,,,,3.0,10.5,3.0,4.0,11,2020,11-2020,9627280433
89,LÃ MOLLET 40G -0325 AMARELO CANDY,11.0,,,,,,3.0,10.5,3.0,8.0,11,2020,11-2020,1155332996
90,LÃ MOLLET 40G -0769 ROSA,8.0,,,,1.0,,3.0,11.06,3.56,4.0,11,2020,11-2020,6157439035
91,BARBANTE LIMA 6 AZUL BEBE,3.0,,,,,,3.0,52.5,13.8,0.0,11,2020,11-2020,362442234
92,PLÁSTICO ADESIVO - AZULEJO ,10.0,,,,,,3.0,35.4,13.8,7.0,11,2020,11-2020,4329097389
93,CAMILINHA 125M - 0291 - AMARELO OURO,7.0,,,,,,3.0,14.1,5.7,4.0,11,2020,11-2020,7378110711
94,ALMOFADA NATAL 40X40 ,4.0,,,,,,3.0,114.0,39.0,1.0,11,2020,11-2020,7419216009
95,TINTA TECIDO ACRILEX 511 VERDE BANDEIRA,9.0,,,,,,3.0,10.5,3.45,6.0,11,2020,11-2020,3527156813
96,PEZINHO PEQUENO LATONADO ,4.0,,,,,,3.0,30.0,15.0,1.0,11,2020,11-2020,2506669067
97,RESINA DIVINO MINI C/2,6.0,,,,,,3.0,9.85,4.45,3.0,11,2020,11-2020,4249194847
98,ELÁSTICO ROLIÇO BRANCO VENDA METRO,41.0,,,,,,3.0,3.0,1.65,38.0,11,2020,11-2020,7739263696
99,BOTÃO DE CAMISA COMUM,1903.0,,,,,,3.0,0.9,0.45,1900.0,11,2020,11-2020,9057045599
100,ENCHIMENTO ACRÍLOCO - PT 1/2 KG,3.0,,,,,,3.0,45.0,27.0,0.0,11,2020,11-2020,766616445
101,ALFINETE - D - 07 COLORIDO,10.0,,,,,,3.0,7.45,3.85,7.0,11,2020,11-2020,9065047111
102,CAMILINHA 40M - 0433 - AZUL CELESTE,10.0,,,,,,3.0,8.4,3.9,7.0,11,2020,11-2020,8808103455
103,PANO DE COPA NATAL PAPAI NOEL,0.0,36.0,,,,,3.0,22.34,11.24,33.0,11,2020,11-2020,4509245691
104,JOGO AMERICANO FESTA,0.0,24.0,,,,,3.0,15.0,7.5,21.0,11,2020,11-2020,260315166
105,Linha Rayza - Vermelho,19.0,,,,,,2.0,18.0,7.0,17.0,11,2020,11-2020,4605898348
106,Linha Rayza - Ouro Velho,13.0,,,,,,2.0,19.0,8.0,11.0,11,2020,11-2020,710645562
107,Meada Anchor - 0291,3.0,,,,,,2.0,7.0,3.5,1.0,11,2020,11-2020,7234497584
108,Meada Anchor - 0303,10.0,,,,,,2.0,7.0,3.45,8.0,11,2020,11-2020,1662286934
109,Novelo Anchor - 01202,9.0,,,,,,2.0,19.0,7.2,7.0,11,2020,11-2020,326039905
110,Meada Anchor - 1089,12.0,,,,,,2.0,7.0,3.4,10.0,11,2020,11-2020,6700652571
111,COSTURA DRIMA - 0448,10.0,,,,,,2.0,5.0,2.6,8.0,11,2020,11-2020,4946381993
112,COSTURA DRIMA - 6014,3.0,,,,,,2.0,4.95,2.55,1.0,11,2020,11-2020,267408441
113,linha amigurumi- 8176 OFF-WHITE,3.0,,,,,,2.0,25.8,8.8,1.0,11,2020,11-2020,8090012820
114,CX TAMPA SAPATO 13X13X7,19.0,,,,,,2.0,9.0,4.7,17.0,11,2020,11-2020,4988140
115,TELA P/PINTURA 20X30,3.0,,,,,,2.0,17.8,8.8,1.0,11,2020,11-2020,9154709809
116,LINHA POLIESTER COSTURA - BRANCA,21.0,,,,,,2.0,12.0,5.6,19.0,11,2020,11-2020,5073132948
117,AGULHA CROCHÊ CABO EMBORRACHADO ,27.0,,,,,,2.0,40.0,3.6,25.0,11,2020,11-2020,3942842487
118,FIO DE MALHA -3011  AZUL escuro,17.0,,,,,,2.0,46.0,18.0,15.0,11,2020,11-2020,5455369449
119,BIG CONE euro 8 -0250 PRETO ,7.0,,,,,,2.0,90.0,30.0,5.0,11,2020,11-2020,895891387
120,BARROCO MAX 4/6 -1449 OURO,5.0,,,,,,2.0,35.0,11.7,3.0,11,2020,11-2020,3087233627
121,BARBANTE LIMA 6 CAFÉ C/ LEITE,1.0,8.0,,,,,2.0,39.0,13.2,7.0,11,2020,11-2020,9157599141
122,BARBANTE LIMA 6 ROYAL,0.0,8.0,,,,,2.0,39.0,13.2,6.0,11,2020,11-2020,6154816843
123,BARBANTE LIMA 6 MARROM,0.0,8.0,,,,,2.0,39.0,13.2,6.0,11,2020,11-2020,7500799670
124,BARBANTE LIMA 6 PRETO,0.0,1.0,,,,,2.0,39.0,13.2,-1.0,11,2020,11-2020,7155194406
125,BARBANTE LIMA 6 VERDE  BANDEIRA,0.0,10.0,,,,,2.0,39.0,13.2,8.0,11,2020,11-2020,5990725423
126,BARBANTE LIMA 8 MARROM ,0.0,8.0,,,,,2.0,39.0,13.2,6.0,11,2020,11-2020,7795928378
127,BARBANTE LIMA 8 VERMELHO,0.0,15.0,,,3.0,,2.0,38.04,12.24,10.0,11,2020,11-2020,5139752048
128,BARBANTE LIMA 8 VERDE LIMÃO,0.0,8.0,,,,,2.0,39.0,13.2,6.0,11,2020,11-2020,5167715696
129,BARBANTE LIMA 8 CINZA,4.0,,,,,,2.0,39.0,13.2,2.0,11,2020,11-2020,6619247202
130,LINHA ANNE 500 6133 PINK,5.0,,,,,,2.0,27.0,7.6,3.0,11,2020,11-2020,1194895980
131,TINTA TECIDO ACRILEX 516 VIOLETA ,10.0,,,,,,2.0,7.0,2.3,8.0,11,2020,11-2020,4473153725
132,TINTA TECIDO ACRILEX 505 AMARELO OURO,7.0,,,,,,2.0,7.0,2.3,5.0,11,2020,11-2020,7100401419
133,LÃ MOLLET 100G -0940 PRETO,8.0,,,,,,2.0,20.0,7.4,6.0,11,2020,11-2020,2543388652
134,LINHA CAMILA 1000 - 0012,5.0,,,,,,2.0,33.0,10.6,3.0,11,2020,11-2020,214298583
135,LINHA CAMILA 1000 - BRANCO,12.0,,,,,,2.0,33.0,10.6,10.0,11,2020,11-2020,4730578191
136,LINHA CAMILA 1000 - 1092 ,4.0,,,,,,2.0,33.0,10.6,2.0,11,2020,11-2020,117683379
137,LINHA CLÉA 125 - 2194 TURQUESA,6.0,,,,,,2.0,8.4,3.4,4.0,11,2020,11-2020,942294352
138,CAMILINHA 125M - 0187 - VERDE ÁGUA,2.0,,,,,,2.0,9.6,4.0,0.0,11,2020,11-2020,7439015833
139,CAMILINHA 125M - 0304 - LARANJA,9.0,,,,,,2.0,9.6,4.0,7.0,11,2020,11-2020,8442733921
140,CAMILINHA 125M - CRU,7.0,,,,,,2.0,9.3,3.7,5.0,11,2020,11-2020,9794574851
141,PLÁSTICO ADESIVO - TIJOLO,7.0,,,,,,2.0,23.6,10.0,5.0,11,2020,11-2020,9999727814
142,PINCEL TIGRE 815 - 04,9.0,,,,,,2.0,7.0,3.4,7.0,11,2020,11-2020,5430095791
143,PINCEL TIGRE 815 - 12,3.0,,,,,,2.0,11.0,5.0,1.0,11,2020,11-2020,4485355101
144,PINCEL TIGRE - 308- 0,9.0,,,,,,2.0,19.8,8.8,7.0,11,2020,11-2020,3510378939
145,PINCEL CONDOR 285-16 REDONDO,3.0,,,,,,2.0,16.0,6.0,1.0,11,2020,11-2020,5357654003
146,FITA CETIM PROGRESSO 5 - 0209 VERMELHO,10.0,,,,,,2.0,2.0,1.0,8.0,11,2020,11-2020,1365239771
147,LÃ MOLLET 40G -0940 PRETO,5.0,,,,,,2.0,7.6,2.6,3.0,11,2020,11-2020,6446838850
148,LÃ RENDIDORA -  230,3.0,,,,,,2.0,24.0,9.0,1.0,11,2020,11-2020,5729435167
149,LINHA ANNE 500 7136 MARSALA,2.0,,,,,,2.0,29.0,9.0,0.0,11,2020,11-2020,4280578516
150,LÃ MAIS BEBE - 541 ENSEADA,8.0,,,,,,2.0,31.6,12.6,6.0,11,2020,11-2020,3832294130
151,TOALHA LAVABO CAPRI -,4.0,,,,,,2.0,5.8,2.4,2.0,11,2020,11-2020,7401270977
152,TOALHA LAVABO ALICE - CREME,2.0,2.0,,,,,2.0,17.0,7.0,2.0,11,2020,11-2020,318201528
153,TOALHA LAVABO TORINO - VERMELHO,49.0,,,,22.0,,2.0,9.6,3.6,25.0,11,2020,11-2020,4281803291
154,PLÁSTICO ADESIVO - ROSA,15.0,,,,,,2.0,23.6,10.0,13.0,11,2020,11-2020,6136492353
155,ELASTICO CHATO BRANCO 10,4.0,,,,,,2.0,16.93,9.93,2.0,11,2020,11-2020,5351928641
156,ELASTICO 34MM PRETO ,22.0,,,,,,2.0,6.54,3.04,20.0,11,2020,11-2020,121716301
157,linha amigurumi- 5767 BANDEIRA,2.0,,,,,,2.0,25.8,8.8,0.0,11,2020,11-2020,2954522011
158,"AGULHA CROCHE AÇO CIRCULO - 1,75MM",10.0,,,,,,2.0,11.85,4.85,8.0,11,2020,11-2020,5675505767
159,LÃ MOLLET 40G -2309 FLASH,5.0,,,,,,2.0,6.92,1.92,3.0,11,2020,11-2020,120771658
160,LÃ MOLLET 40G -5556 TIFFANY,7.0,,,,,,2.0,6.88,1.88,5.0,11,2020,11-2020,7902455627
161,LÃ MOLLET 40G -6399 AZALEIA,9.0,,,,,,2.0,6.92,1.92,7.0,11,2020,11-2020,8588920084
162,LÃ MOLLET 40G -0010 BRANCO,10.0,,,,,,2.0,7.58,2.58,8.0,11,2020,11-2020,8634132195
163,BARROCO MULT 200G -9427,3.0,,,,,,2.0,35.0,10.0,1.0,11,2020,11-2020,2282913962
164,LÃ MOLLET 100G -0850 CASTANHO,3.0,,,,,,2.0,20.0,7.0,1.0,11,2020,11-2020,5074847283
165,AGULHA BORDADO - 13,32.0,,,,,,2.0,3.2,1.2,30.0,11,2020,11-2020,8341501515
166,PEZINHO ROMANO,2.0,,,,,,2.0,32.0,14.6,0.0,11,2020,11-2020,6913876643
167,BARBANTE EUROROMA 6 - CAQUI ESCURO,2.0,,,,,,2.0,35.0,9.2,0.0,11,2020,11-2020,8915174230
168,FIO DE MALHA - VERDE CLARO,1.0,1.0,,,,,2.0,44.0,16.0,0.0,11,2020,11-2020,9014269668
169,APLIQUE LASER BRASÃO PÁSSARO 14X12,1.0,,,,,,2.0,14.0,7.0,-1.0,11,2020,11-2020,5467738957
170,PLACA REDONDA 33 DIAMETRO,18.0,,,,,,2.0,11.6,5.8,16.0,11,2020,11-2020,2403092054
171,TERMOCOLANTE,7.0,,,,,,2.0,20.0,10.0,5.0,11,2020,11-2020,882480169
172,TECIDO TRICOLINE NATAL,24.0,,,,,,2.0,46.0,19.0,22.0,11,2020,11-2020,894221356
173,"AGULHA CROCHE CABO MADEIRA -3,5",2.0,1.0,,,,,2.0,29.9,14.9,1.0,11,2020,11-2020,4538177374
174,PAPEL DECOUPAGE PDN-127 NATAL,1.0,,,,,,2.0,8.0,4.0,-1.0,11,2020,11-2020,9106321387
175,CAMILINHA 40M - 5333 - LARANJA MESCLA,10.0,,,,,,2.0,5.6,2.6,8.0,11,2020,11-2020,4891002699
176,TINTA TECIDO ACRILEX 536 AMARELO CADMIO,11.0,,,,,,2.0,6.96,2.26,9.0,11,2020,11-2020,614144963
177,BOLA NATAL P - ROSE C/ 6,6.0,,,,,,2.0,13.0,6.4,4.0,11,2020,11-2020,7697095906
178,BARBANTE KOREA 4/8 184MT,4.0,,,,,,2.0,15.6,6.6,2.0,11,2020,11-2020,7780923216
179,Novelo Anchor - 01203 VERMELHO,10.0,,,,,,2.0,19.0,7.2,8.0,11,2020,11-2020,8611868532
180,Novelo Anchor - 01206 VINHO,10.0,,,,,,2.0,19.0,7.2,8.0,11,2020,11-2020,5626218273
181,AMIGURUMI PELUCIA -3077,0.0,6.0,,,,,2.0,27.0,9.0,4.0,11,2020,11-2020,8657008828
182,"TRILHO MESA 45CMX1,60CM NATAL",0.0,6.0,,,,,2.0,47.0,31.0,4.0,11,2020,11-2020,4300554797
183,JOGO AMERICANO NATAL,0.0,24.0,,,,,2.0,10.0,5.0,22.0,11,2020,11-2020,9988842822
184,PANO DE COPA NATAL VOVÓ NOEL,0.0,36.0,,,,,2.0,14.86,7.46,34.0,11,2020,11-2020,1198406830
185,Linha Rayza - Verde Bandeira,15.0,,,,,,1.0,9.5,4.0,14.0,11,2020,11-2020,4039241955
186,Linha Rayza - Cenoura,6.0,,,,,,1.0,9.5,4.0,5.0,11,2020,11-2020,2583423533
187,Linha Rayza - Amarelo BB,8.0,,,,,,1.0,9.5,4.0,7.0,11,2020,11-2020,5126607818
188,Linha Rayza - Verde Musgo,14.0,,,,,,1.0,9.5,1.0,13.0,11,2020,11-2020,6284938477
189,Linha Rayza - Azul Bahamas,6.0,,,,,,1.0,9.5,4.0,5.0,11,2020,11-2020,9669452340
190,Linha Rayza - Roxo,10.0,,,,,,1.0,9.5,4.0,9.0,11,2020,11-2020,1877294258
191,Meada Anchor - 0292,18.0,,,,,,1.0,3.5,1.75,17.0,11,2020,11-2020,8675213126
192,Meada Anchor - 0925,7.0,,,,,,1.0,3.5,1.7,6.0,11,2020,11-2020,1394498455
193,Meada Anchor - 0369,9.0,,,,,,1.0,3.5,1.7,8.0,11,2020,11-2020,2943076423
194,Novelo Anchor - 00307,7.0,,,,,,1.0,9.5,3.6,6.0,11,2020,11-2020,6586447144
195,Meada Anchor - 0381,11.0,,,,,,1.0,3.5,1.75,10.0,11,2020,11-2020,8600048520
196,Meada Anchor - 0276,22.0,,,,,,1.0,3.5,1.75,21.0,11,2020,11-2020,4186808872
197,Meada Anchor - 0027,9.0,,,,,,1.0,3.5,1.7,8.0,11,2020,11-2020,3613981151
198,Meada Anchor - 0046,32.0,,,,,,1.0,3.5,1.7,31.0,11,2020,11-2020,5981852325
199,Meada Anchor - 0042,1.0,,,,,,1.0,3.5,1.7,0.0,11,2020,11-2020,4062089804
200,Meada Anchor - 0057,7.0,,,,,,1.0,3.5,1.7,6.0,11,2020,11-2020,4925963857
201,Meada Anchor - 0074,12.0,,,,,,1.0,3.5,1.7,11.0,11,2020,11-2020,4768075178
202,Meada Anchor - 0110,11.0,,,,,,1.0,3.5,1.7,10.0,11,2020,11-2020,5378613605
203,Meada Anchor - 0159,9.0,,,,,,1.0,3.5,1.75,8.0,11,2020,11-2020,531563666
204,Meada Anchor - 0162,6.0,,,,,,1.0,3.5,1.75,5.0,11,2020,11-2020,4595935977
205,Meada Anchor - 0211,14.0,,,,,,1.0,3.5,1.75,13.0,11,2020,11-2020,8580040656
206,Meada Anchor - 0212,9.0,,,,,,1.0,3.5,1.75,8.0,11,2020,11-2020,1634876936
207,Meada Anchor - 0242,3.0,,,,,,1.0,3.5,1.75,2.0,11,2020,11-2020,6536348784
208,Meada Anchor - 0246,5.0,,,,,,1.0,3.5,1.75,4.0,11,2020,11-2020,4378483481
209,Meada Anchor - 0253,5.0,,,,,,1.0,3.5,1.75,4.0,11,2020,11-2020,1838707612
210,Meada Anchor - 0399,8.0,,,,,,1.0,3.5,1.75,7.0,11,2020,11-2020,3441033523
211,lastex preto ,4.0,,,,,,1.0,1.5,0.85,3.0,11,2020,11-2020,7672185661
212,Ziper sintetico fino fixo - 15cm marrom café,10.0,,,,,,1.0,2.0,1.11,9.0,11,2020,11-2020,2623231048
213,Ziper sintetico fino fixo - 15cm palha,3.0,,,,,,1.0,2.0,1.11,2.0,11,2020,11-2020,7854887773
214,Ziper sintetico fino fixo - 18cm preto,46.0,,,,,,1.0,2.2,1.25,45.0,11,2020,11-2020,6218736913
215,COSTURA DRIMA - 4934,10.0,,,,,,1.0,2.5,1.3,9.0,11,2020,11-2020,8227387812
216,COSTURA DRIMA - 0047,10.0,,,,,,1.0,2.5,1.3,9.0,11,2020,11-2020,9747383933
217,COSTURA DRIMA - 5995,7.0,,,,,,1.0,2.5,1.3,6.0,11,2020,11-2020,4210205392
218,linha amigurumi- 2137 HORTÊNCIA,4.0,,,,,,1.0,12.9,4.4,3.0,11,2020,11-2020,4424192354
219,linha amigurumi- 8797 AÇO,5.0,,,,,,1.0,12.9,4.4,4.0,11,2020,11-2020,9756981872
220,linha amigurumi- 7563,3.0,,,,,,1.0,12.5,4.0,2.0,11,2020,11-2020,889191773
221,linha amigurumi- 7220 TAMARA,3.0,,,,,,1.0,12.9,4.4,2.0,11,2020,11-2020,7923072476
222,linha amigurumi- 1289,1.0,,,,,,1.0,12.9,4.4,0.0,11,2020,11-2020,2317036243
