,Produto,Saldo Inicial,Entradas,Devoluções,Compras,Saídas,Prêmio,Quant. Vendas,Valor Vendas,Lucro Bruto,Estoque Final,Mês,Ano,Mês/Ano,insertion_id
52,Meada Anchor - 9046,8.0,,,,,,2.0,7.8,3.8,6.0,05,2021,05-2021,7767090848
53,Meada Anchor - 0019,5.0,,,,,,2.0,7.8,3.8,3.0,05,2021,05-2021,5227193798
54,Meada Anchor - 0022,8.0,,,,,,1.0,3.8,1.8,7.0,05,2021,05-2021,9450208367
55,Meada Anchor - 0041,10.0,,,,,,1.0,3.9,1.9,9.0,05,2021,05-2021,1414949060
56,Meada Anchor - 0039,7.0,,,,,,2.0,7.8,3.8,5.0,05,2021,05-2021,9314236482
57,Meada Anchor - 0055,7.0,,,,,,1.0,3.9,1.9,6.0,05,2021,05-2021,3960616195
58,Meada Anchor - 0895,9.0,,,,,,2.0,7.8,3.8,7.0,05,2021,05-2021,2559429406
59,Meada Anchor - 0896,3.0,,,,,,1.0,3.9,1.9,2.0,05,2021,05-2021,1282432300
60,Meada Anchor - 0897,1.0,,,,,,1.0,3.9,1.9,0.0,05,2021,05-2021,5561471834
61,Meada Anchor - 0090,23.0,,,,,,2.0,7.8,3.8,21.0,05,2021,05-2021,7308750267
62,Meada Anchor - 0112,17.0,,,,,,4.0,15.6,7.6,13.0,05,2021,05-2021,3886776405
63,Meada Anchor - 0127,32.0,,,,,,2.0,7.8,3.8,30.0,05,2021,05-2021,2104453838
64,Meada Anchor - 0130,9.0,,,,,,2.0,7.8,3.8,7.0,05,2021,05-2021,9605250403
65,Meada Anchor - 0131,35.0,,,,,,1.0,3.9,1.9,34.0,05,2021,05-2021,5692572485
66,Meada Anchor - 0140,5.0,,,,,,2.0,7.8,3.8,3.0,05,2021,05-2021,7478471747
67,Meada Anchor - 0128,16.0,,,,,,1.0,3.9,1.9,15.0,05,2021,05-2021,491280042
68,Meada Anchor - 0152,12.0,,,,,,2.0,7.8,3.8,10.0,05,2021,05-2021,3936170276
69,Meada Anchor - 0274,26.0,,,,,,3.0,11.7,5.7,23.0,05,2021,05-2021,4977582204
70,Meada Anchor - 1090,12.0,,,,,,1.0,3.9,2.05,11.0,05,2021,05-2021,8645443785
71,Meada Anchor - 0187,4.0,,,,,,1.0,3.9,1.9,3.0,05,2021,05-2021,9828238505
72,Meada anchor - 1070,0.0,12.0,,,,,0.0,0.0,,12.0,05,2021,05-2021,3977972925
73,Meada Anchor - 0214,17.0,,,,,,2.0,7.8,3.8,15.0,05,2021,05-2021,2860194287
74,Meada Anchor - 0217,10.0,,,,,,1.0,3.9,1.9,9.0,05,2021,05-2021,2795532001
75,Meada Anchor - 0218,12.0,,,,,,1.0,3.9,1.9,11.0,05,2021,05-2021,3131374032
76,Meada Anchor - 0242,2.0,,,,,,2.0,7.8,3.8,0.0,05,2021,05-2021,5518974904
77,Meada Anchor - 0244,7.0,,,,,,3.0,11.7,5.7,4.0,05,2021,05-2021,2613746952
78,Meada Anchor - 1044,8.0,,,,,,2.0,7.8,3.8,6.0,05,2021,05-2021,7786136658
79,Meada Anchor - 0228,0.0,12.0,,,,,0.0,0.0,,12.0,05,2021,05-2021,1701432010
80,Meada Anchor - 0923,-1.0,,,,,,5.0,18.07,9.07,-6.0,05,2021,05-2021,2219694350
81,Meada Anchor - 0238,5.0,,,,,,1.0,3.9,1.9,4.0,05,2021,05-2021,381455284
82,Meada anchor - 0239,12.0,,,,,,1.0,3.82,1.82,11.0,05,2021,05-2021,384865594
83,Meada Anchor - 0245,19.0,,,,,,4.0,15.52,7.52,15.0,05,2021,05-2021,3644563953
84,Meada Anchor - 0253,4.0,,,,,,3.0,11.7,5.7,1.0,05,2021,05-2021,3776800009
85,Meada Anchor - 0256,5.0,,,,,,1.0,3.79,1.79,4.0,05,2021,05-2021,411973682
86,Meada Anchor - 0259,14.0,,,,,,2.0,7.8,3.8,12.0,05,2021,05-2021,9059678399
87,meada Anchor - 0862,22.0,,,,,,1.0,3.87,1.87,21.0,05,2021,05-2021,2666457209
88,Meada Anchor - 0845,8.0,,,,,,1.0,3.9,1.9,7.0,05,2021,05-2021,3082674833
89,Meada Anchor - 0278,19.0,,,,,,1.0,3.9,1.9,18.0,05,2021,05-2021,3342091821
90,Meada Anchor - 0888,13.0,,,,,,2.0,7.8,3.8,11.0,05,2021,05-2021,8953319389
91,Meada Anchor - 0926,12.0,,,,,,3.0,11.7,5.7,9.0,05,2021,05-2021,371785126
92,Meada anchor - 0900,8.0,,,,,,1.0,3.9,1.9,7.0,05,2021,05-2021,9050494580
93,Meada Anchor - 0234,7.0,,,,,,5.0,19.5,9.5,2.0,05,2021,05-2021,2323501169
94,Meada Anchor - 0397,5.0,,,,,,3.0,11.7,5.7,2.0,05,2021,05-2021,763181953
95,Meada Anchor - 0398,4.0,,,,,,1.0,3.9,1.9,3.0,05,2021,05-2021,7803917203
96,Meada Anchor - 0401,8.0,,,,,,1.0,3.9,1.9,7.0,05,2021,05-2021,7866510471
97,Meada Anchor - 0403,4.0,,,,,,2.0,7.8,3.8,2.0,05,2021,05-2021,8972770379
98,Meada Anchor - 8581,6.0,,,,,,3.0,11.7,5.7,3.0,05,2021,05-2021,9003447084
99,Meada Anchor - 1220,23.0,,,,,,2.0,7.8,3.8,21.0,05,2021,05-2021,9117458357
100,Meada Anchor - 1204,5.0,,,,,,2.0,7.8,3.8,3.0,05,2021,05-2021,5067470656
101,lastex preto ,95.0,,,,,,2.0,3.0,1.7,93.0,05,2021,05-2021,404621248
102,Drima Pesponto - N,1.0,,,,,,0.0,0.0,,1.0,05,2021,05-2021,7512672266
103,Drima Pesponto - 5704,9.0,,,,,,1.0,2.0,1.13,8.0,05,2021,05-2021,7302096255
104,Drima Pesponto - 5706,9.0,,,,,,0.0,0.0,,9.0,05,2021,05-2021,2480785978
105,Ziper invisivel - 18cm cinza claro,5.0,,,,,,1.0,4.13,1.31,4.0,05,2021,05-2021,3544100280
106,ziper sintetico fino fixo - 15cm Preto,40.0,,,,,,1.0,2.0,1.11,39.0,05,2021,05-2021,3603576444
107,Ziper sintetico fino fixo - 18cm verde monarca,10.0,,,,,,1.0,2.09,1.14,9.0,05,2021,05-2021,2882087927
108,Meada Anchor - 0263,9.0,,,,,,1.0,3.87,1.87,8.0,05,2021,05-2021,5114167593
109,"Colchete pressão - 008 - 8,5mm",193.0,,,,,,12.0,6.0,3.36,181.0,05,2021,05-2021,2197298839
110,"AGULHA CROCHÊ  MILWARD 2,5mm",3.0,2.0,,,,,2.0,12.0,4.4,3.0,05,2021,05-2021,3220086683
111,AGULHA CROCHÊ  MILWARD 3mm,26.0,,,,,,4.0,27.68,9.28,22.0,05,2021,05-2021,3169114856
112,AGULHA CROCHÊ  MILWARD 4mm,22.0,,,,,,2.0,14.0,4.8,20.0,05,2021,05-2021,936247534
113,AGULHA CROCHÊ  MILWARD 5mm,12.0,,,,,,2.0,12.0,4.4,10.0,05,2021,05-2021,3177939913
114,AGULHA maq.costura Singer ponta bola 14,92.0,,,,,,0.0,0.0,,92.0,05,2021,05-2021,5251486056
115,COSTURA DRIMA - Branca,19.0,,,,9.0,,8.0,20.0,9.6,2.0,05,2021,05-2021,7311182431
116,COSTURA DRIMA - CRU,91.0,,,,,,3.0,7.5,3.9,88.0,05,2021,05-2021,681867104
117,COSTURA DRIMA - 0435,9.0,,,,,,2.0,5.0,2.6,7.0,05,2021,05-2021,8711968947
118,COSTURA DRIMA - 0902,0.0,1.0,,,,,1.0,2.0,0.89,0.0,05,2021,05-2021,405490960
119,COSTURA DRIMA - 0018,7.0,,,,,,1.0,2.5,1.3,6.0,05,2021,05-2021,1366485195
120,COSTURA DRIMA - 0062,10.0,,,,,,0.0,0.0,,10.0,05,2021,05-2021,7207155496
121,COSTURA DRIMA - 6078,6.0,,,,,,2.0,5.0,2.6,4.0,05,2021,05-2021,3717526241
122,COSTURA DRIMA - 5470,3.0,,,,,,2.0,5.0,2.6,1.0,05,2021,05-2021,498662811
123,COSTURA DRIMA - 0047,6.0,,,,,,1.0,2.5,1.3,5.0,05,2021,05-2021,3005483579
124,COSTURA DRIMA - 0820,6.0,,,,,,1.0,2.5,1.3,5.0,05,2021,05-2021,195584793
125,linha amigurumi- 7625 CASTANHA,5.0,,,,,,3.0,40.5,15.0,2.0,05,2021,05-2021,5305361410
126,linha amigurumi- 7569,5.0,,,,,,1.0,13.5,5.0,4.0,05,2021,05-2021,7810206479
127,linha amigurumi- 3201 CAMAFEU,1.0,,,,,,1.0,13.5,5.0,0.0,05,2021,05-2021,8950548048
128,linha amigurumi- 3182 PITAYA,3.0,,,,,,2.0,27.0,10.0,1.0,05,2021,05-2021,5933071035
129,linha amigurumi- 3148 MACADÂMIA,4.0,,,,,,0.0,0.0,,4.0,05,2021,05-2021,2076364942
130,linha amigurumi- 1112,0.0,,,,,,0.0,0.0,,0.0,05,2021,05-2021,3993913501
131,COSTURA DRIMA - PT,29.0,,,,,,27.0,67.5,35.1,2.0,05,2021,05-2021,7427848874
132,LINHA DUNA- 7738,5.0,,,,,,1.0,12.5,5.0,4.0,05,2021,05-2021,9966591901
133,LINHA DUNA- 5203,3.0,,,,,,1.0,12.5,5.0,2.0,05,2021,05-2021,1570704793
134,LINHA DUNA- 7030,10.0,,,,,,1.0,12.5,5.0,9.0,05,2021,05-2021,9074908473
135,COSTURA DRIMA - 0099,10.0,,,,,,1.0,2.5,1.3,9.0,05,2021,05-2021,8046011999
136,COSTURA DRIMA - 5878,1.0,,,,,,1.0,2.5,1.3,0.0,05,2021,05-2021,2337708370
137,COSTURA DRIMA - 0476,7.0,,,,,,2.0,5.0,2.6,5.0,05,2021,05-2021,8720757960
138,COSTURA DRIMA - 5836,9.0,,,,,,1.0,2.5,1.3,8.0,05,2021,05-2021,8690837714
139,COSTURA DRIMA - 0272,2.0,,,,,,1.0,2.5,1.3,1.0,05,2021,05-2021,8821838601
140,COSTURA DRIMA - 0708,9.0,,,,,,1.0,2.5,1.3,8.0,05,2021,05-2021,8905079164
141,COSTURA DRIMA - 0449,8.0,,,,,,1.0,2.5,1.3,7.0,05,2021,05-2021,5546613151
142,COSTURA DRIMA - 6105,2.0,,,,,,1.0,2.5,1.3,1.0,05,2021,05-2021,9221597540
143,CX PASSA FITA 8X8X5,25.0,,,,,,2.0,7.6,4.7,23.0,05,2021,05-2021,2288388170
144,CX TAMPA SAPATO 6X6X5,50.0,,,,,,13.0,26.0,13.65,37.0,05,2021,05-2021,2479158596
145,RECORTE LETRA 12CM- A,4.0,,,,,,1.0,4.5,2.7,3.0,05,2021,05-2021,6320046649
146,RECORTE LETRA 12CM- E,4.0,,,,,,0.0,0.0,,4.0,05,2021,05-2021,7564520867
147,RECORTE LETRA 12CM- F,6.0,,,,,,0.0,0.0,,6.0,05,2021,05-2021,7333358798
148,RECORTE LETRA 12CM- G,6.0,,,,,,0.0,0.0,,6.0,05,2021,05-2021,1469590837
149,RECORTE LETRA 12CM- H,4.0,,,,,,0.0,0.0,,4.0,05,2021,05-2021,8192378703
150,RECORTE LETRA 12CM- I,2.0,,,,,,0.0,0.0,,2.0,05,2021,05-2021,7005827880
151,RECORTE LETRA 12CM- K,6.0,,,,,,0.0,0.0,,6.0,05,2021,05-2021,8153473917
152,RECORTE LETRA 12CM- L,0.0,,,,,,0.0,0.0,,0.0,05,2021,05-2021,3448356958
153,RECORTE LETRA 12CM- M,7.0,,,,,,0.0,0.0,,7.0,05,2021,05-2021,7432327062
154,RECORTE LETRA 12CM- N,1.0,,,,,,0.0,0.0,,1.0,05,2021,05-2021,9918024086
155,RECORTE LETRA 12CM- O,6.0,,,,,,0.0,0.0,,6.0,05,2021,05-2021,5400159658
156,RECORTE LETRA 12CM- P,12.0,,,,,,0.0,0.0,,12.0,05,2021,05-2021,71336122
157,RECORTE LETRA 12CM- Q,2.0,,,,,,0.0,0.0,,2.0,05,2021,05-2021,4462237823
158,RECORTE LETRA 12CM- R,3.0,,,,,,0.0,0.0,,3.0,05,2021,05-2021,6521196779
159,RECORTE LETRA 12CM- W,2.0,,,,,,0.0,0.0,,2.0,05,2021,05-2021,4666747035
160,RECORTE LETRA 12CM- X,4.0,,,,,,0.0,0.0,,4.0,05,2021,05-2021,6961582183
161,RECORTE LETRA 12CM- Y,1.0,,,,,,0.0,0.0,,1.0,05,2021,05-2021,5407005016
162,RECORTE LETRA 12CM- Z,5.0,,,,,,0.0,0.0,,5.0,05,2021,05-2021,7928016290
163,RECORTE LETRA @ 12CM,1.0,,,,,,0.0,0.0,,1.0,05,2021,05-2021,1687768358
164,TELA P/PINTURA 40X50,3.0,,,,,,2.0,39.03,15.03,1.0,05,2021,05-2021,8504662651
165,TELA P/PINTURA 30X40,4.0,,,,,,1.0,13.0,5.1,3.0,05,2021,05-2021,9779162106
166,LINHA POLIESTER COSTURA - 367 CINZA,0.0,1.0,,,,,1.0,5.0,2.5,0.0,05,2021,05-2021,6165791025
167,LINHA POLIESTER COSTURA - 281 AZUL,5.0,,,,,,0.0,0.0,,5.0,05,2021,05-2021,3042307336
168,LINHA POLIESTER COSTURA - PRETA,27.0,,,,,,1.0,6.0,2.8,26.0,05,2021,05-2021,2451577327
169,LINHA POLIESTER COSTURA - BRANCA,3.0,,,,,,0.0,0.0,,3.0,05,2021,05-2021,6480266724
170,FIO POLIESTER SOLTEX - BRANCO,15.0,,,,,,1.0,6.0,2.5,14.0,05,2021,05-2021,7366985832
171,"CX TAMPA SAPATO 8,5X6,5",1.0,,,,,,1.0,2.5,1.5,0.0,05,2021,05-2021,4797257644
172,AGULHA CROCHÊ CABO EMBORRACHADO ,24.0,,,,,,1.0,20.0,1.8,23.0,05,2021,05-2021,4381628244
173,COLA DO ARTESÃO -SILICINE 60ML,7.0,,,,,,4.0,26.0,14.0,3.0,05,2021,05-2021,871817846
174,BASTÃO COLA QUENTE FINO ,3.0,82.0,,,,,12.0,11.91,5.91,73.0,05,2021,05-2021,3525004667
175,BASTÃO COLA QUENTE GROSSO ,8.0,,,,,,4.0,8.0,4.0,4.0,05,2021,05-2021,4495329449
176,COLA TEK BOND 2 20G,17.0,,,,,,2.0,24.0,10.0,15.0,05,2021,05-2021,361391309
177,COLA PANO ACRILEX 35G,6.0,,,,,,4.0,15.5,4.7,2.0,05,2021,05-2021,6210114
178,COLA PERMANENTE ,10.0,,,,,,3.0,13.0,5.2,7.0,05,2021,05-2021,8902749380
179,DILUENTE P/TINTA TECIDO,4.0,,,,,,1.0,4.6,2.2,3.0,05,2021,05-2021,2262314618
180,FIO DE MALHA -3004 MARROM,9.0,,,,,,8.0,192.0,92.0,1.0,05,2021,05-2021,5434003689
181,FIO DE MALHA -3011  AZUL escuro,10.0,,,,,,2.0,48.0,20.0,8.0,05,2021,05-2021,1475862551
182,BIG CONE euro 8 - CRU ,9.0,,,,,,3.0,159.0,87.0,6.0,05,2021,05-2021,4560497719
183,BARROCO MAX 4/6 -2930 NETUNO ,1.0,,,,,,1.0,17.9,5.9,0.0,05,2021,05-2021,8689534939
184,BARROCO MAX 4/6 -8990 PRETO ,1.0,,,,,,1.0,17.74,5.74,0.0,05,2021,05-2021,2861392097
185,BARROCO MAX 4/6 -7389 RAPADURA ,0.0,,,,,,1.0,17.9,5.9,-1.0,05,2021,05-2021,233238821
186,LINHA COSTURA SOL - PRETA,29.0,1.0,,,,,,,,30.0,05,2021,05-2021,8758533835
187,BARBANTE TRENTO - 903 AZUL ROYAL ,3.0,,,,,,0.0,0.0,,3.0,05,2021,05-2021,553709149
188,BARBANTE TRENTO - MARROM 1100,7.0,,,,2.0,,0.0,0.0,,5.0,05,2021,05-2021,8826317076
189,BARBANTE TRENTO - CINZA 270,1.0,,,,1.0,,0.0,0.0,,0.0,05,2021,05-2021,1927202796
190,BARBANTE TRENTO - CRU 100,1.0,,,,,,0.0,0.0,,1.0,05,2021,05-2021,841626479
191,BARBANTE TRENTO - AZUL BEBE 900,6.0,,,,,,2.0,36.0,17.0,4.0,05,2021,05-2021,8106888806
192,BARBANTE LIMA 6 CRU,0.0,13.0,,,,,5.0,105.0,31.5,8.0,05,2021,05-2021,7897070342
193,BARBANTE LIMA 6 ROSA,1.0,6.0,,,,,0.0,0.0,,7.0,05,2021,05-2021,7465093599
194,BARBANTE LIMA 6 PINK,2.0,,,,,,1.0,21.0,6.3,1.0,05,2021,05-2021,7871456607
195,BARBANTE LIMA 6 CAFÉ C/ LEITE,3.0,6.0,,,,,1.0,21.0,6.3,8.0,05,2021,05-2021,2358764836
196,BARBANTE LIMA 6 LILÁS,1.0,,,,,,1.0,21.0,7.1,0.0,05,2021,05-2021,9371770958
197,BARBANTE LIMA 6 VERDE LIMÃO,3.0,,,,,,3.0,63.0,18.9,0.0,05,2021,05-2021,4024072306
198,BARBANTE LIMA 6 ROYAL,0.0,6.0,,,,,1.0,20.49,5.79,5.0,05,2021,05-2021,5676983572
199,BARBANTE LIMA 6 AMARELO OURO,0.0,6.0,,,,,0.0,0.0,,6.0,05,2021,05-2021,2972000892
200,BARBANTE LIMA 6 PRETO,0.0,6.0,,,,,0.0,0.0,,6.0,05,2021,05-2021,4185415847
201,BARBANTE LIMA 6 BORDO,3.0,,,,,,2.0,42.0,12.6,1.0,05,2021,05-2021,6913720085
202,BARBANTE LIMA 6 VERDE  BANDEIRA,0.0,6.0,,,,,2.0,42.0,12.6,4.0,05,2021,05-2021,8755875305
203,BARBANTE LIMA 6 LARANJA,0.0,6.0,,,1.0,,1.0,20.48,5.78,4.0,05,2021,05-2021,2926079743
204,BARBANTE LIMA 6 VERMELHO ,12.0,,,,,,8.0,167.75,50.95,4.0,05,2021,05-2021,2062055257
205,BARBANTE LIMA 8 CRU,16.0,,,,1.0,,4.0,84.0,26.0,11.0,05,2021,05-2021,2004088122
206,BARBANTE LIMA 8 MARROM ,1.0,,,,,,1.0,21.0,6.3,0.0,05,2021,05-2021,7114484720
207,BARBANTE LIMA 8 CAFÉ C/LEITE,0.0,6.0,,,,,1.0,21.0,6.3,5.0,05,2021,05-2021,2672068394
208,BARBANTE LIMA 8 LARANJA,0.0,6.0,,,,,1.0,21.0,6.3,5.0,05,2021,05-2021,1752519780
209,BARBANTE LIMA 8 AMARELO OURO,0.0,6.0,,,,,0.0,0.0,,6.0,05,2021,05-2021,7147194008
210,BARBANTE LIMA 8 MOSTARDA,1.0,,,,,,2.0,42.0,14.2,-1.0,05,2021,05-2021,5414732595
211,BARBANTE LIMA 8 VERMELHO,22.0,,,,,,1.0,20.8,6.1,21.0,05,2021,05-2021,1919947901
212,BARBANTE LIMA 8 LILÁS,1.0,,,,,,0.0,0.0,,1.0,05,2021,05-2021,8069956602
213,BARBANTE LIMA 8 TURQUESA,1.0,4.0,,,,,0.0,0.0,,5.0,05,2021,05-2021,463267971
214,BARBANTE LIMA 8 AZUL ROYAL,3.0,,,,,,2.0,41.81,12.41,1.0,05,2021,05-2021,9153976350
215,BARBANTE LIMA 8 VERDE ÁGUA,2.0,,,,,,2.0,42.0,13.4,0.0,05,2021,05-2021,753152159
216,BARBANTE LIMA 8 VERDE BANDEIRA,1.0,6.0,,,,,1.0,21.0,6.3,6.0,05,2021,05-2021,3921957307
217,BARBANTE LIMA 8 VERDE LIMÃO,1.0,6.0,,,,,2.0,42.0,12.6,5.0,05,2021,05-2021,322414586
218,BARBANTE LIMA 8 CINZA,0.0,6.0,,,,,0.0,0.0,,6.0,05,2021,05-2021,4217110931
219,BARBANTE LIMA 8 PRETO,3.0,,,,,,1.0,21.0,6.3,2.0,05,2021,05-2021,5914280350
220,BARBANTE LIMA 8 BRANCO,0.0,4.0,,,,,0.0,0.0,,4.0,05,2021,05-2021,9369361496
221,BARBANTE LIMA 10 - CRU,0.0,21.0,,,21.0,,,,,0.0,05,2021,05-2021,8791221233
222,BARBANTE LIMA 3 - CRU,3.0,,,,,,3.0,60.61,16.51,0.0,05,2021,05-2021,9776553687
223,BARBANTE SPESSO - 24 FIOS AZUL BEBE,8.0,,,,,,2.0,48.0,17.0,6.0,05,2021,05-2021,8641423688
224,"AGULHA TRICÔ PLÁSTICO 4,0 35CM",12.0,,,,,,1.0,8.5,2.5,11.0,05,2021,05-2021,3018262835
225,AGULHA TRICÔ PLÁSTICO 9  35CM,6.0,,,,,,1.0,8.5,2.5,5.0,05,2021,05-2021,6606079324
226,AGULHA TRICÔ PLÁSTICO 7 35CM,12.0,,,,,,1.0,8.5,2.5,11.0,05,2021,05-2021,346115947
227,"AGULHA TRICÔ PLÁSTICO 9,0 35CM",8.0,,,,,,2.0,17.0,5.0,6.0,05,2021,05-2021,3917725042
228,"AGULHA TRICÔ PLÁSTICO 6,5 35CM",13.0,,,,,,2.0,17.0,5.0,11.0,05,2021,05-2021,161381042
229,"AGULHA TRICÔ PLÁSTICO 5,5 35CM",0.0,,,,,,1.0,7.86,1.86,-1.0,05,2021,05-2021,9405576338
230,"AGULHA TRICÔ PLÁSTICO 4,0 35CM",7.0,,,,,,1.0,8.5,3.0,6.0,05,2021,05-2021,8336924649
231,AGULHA TRICÔ PLÁSTICO 7 25CM,9.0,,,,,,1.0,8.5,2.5,8.0,05,2021,05-2021,2477987796
232,LINHA ANNE 250M 8001 BRANCO ,1.0,,,,,,1.0,12.0,5.0,0.0,05,2021,05-2021,789811178
233,LINHA ANNE 500 8176 OFF WHITE,0.0,,,,,,0.0,0.0,,0.0,05,2021,05-2021,9177607891
234,LINHA ANNE 500 0020 NATURAL,7.0,,,,,,5.0,83.5,33.5,2.0,05,2021,05-2021,6578712643
235,LINHA ANNE 500 7684 PORCELANA,2.0,,,,,,1.0,16.5,6.5,1.0,05,2021,05-2021,3681005698
236,LINHA ANNE 500 1198 MANTEGA,5.0,,,,,,4.0,66.0,26.0,1.0,05,2021,05-2021,7998788274
237,LINHA ANNE 500 1289 CANÁRIO,7.0,,,,,,1.0,16.5,6.5,6.0,05,2021,05-2021,505951501
