,Produto,Saldo Inicial,Entradas,Devoluções,Compras,Saídas,Prêmio,Quant. Vendas,Valor Vendas,Lucro Bruto,Estoque Final,Mês,Ano,Mês/Ano,insertion_id
24,AGULHA COSTURA DARNING -5,40.0,,,,,,8.0,4.0,2.4,32.0,02,2021,02-2021,8588862869
25,BOTÃO MADEIRA P,140.0,,,,,,8.0,4.8,2.4,132.0,02,2021,02-2021,8351485502
26,FITA CETIM PROGRESSO 1 - 201 BRANCO,295.0,,,,,,8.0,2.8,1.6,287.0,02,2021,02-2021,7726861373
27,BOTÃO MADEIRA PP,265.0,,,,,,8.0,3.0,1.4,257.0,02,2021,02-2021,4206614705
28,LÃ MOLLET 100G -0940 PRETO,-2.0,12.0,,,,,7.0,69.78,25.68,3.0,02,2021,02-2021,6299027476
29,LINHA CLÉA 1000 -8001 BRANCO,6.0,12.0,,,,,7.0,106.06,35.56,11.0,02,2021,02-2021,4922425644
30,Linha Rayza - Branco Optico,31.0,,,,,,6.0,58.59,20.59,25.0,02,2021,02-2021,3889148635
31,TINTA PVA FOSCA 100ML- BRANCO,6.0,12.0,,,,,6.0,39.0,18.0,12.0,02,2021,02-2021,2181042570
32,BOTAO CALÇA 28,500.0,,,,,,6.0,5.77,2.77,494.0,02,2021,02-2021,9738214862
33,PANO DE COPA VAQUINHA,11.0,,,,,,6.0,43.49,21.29,5.0,02,2021,02-2021,9009891612
34,VIÉS 35MM - CAFÉ,40.0,,,,,,6.0,5.16,2.76,34.0,02,2021,02-2021,276220417
35,BASTÃO COLA QUENTE GROSSO ,13.0,,,,,,5.0,7.5,4.0,8.0,02,2021,02-2021,5614950998
36,LINHA ANNE 500  8001 BRANCO,14.0,,,,,,5.0,77.5,27.5,9.0,02,2021,02-2021,2011286857
37,LINHA ANNE 500 9284 BAILARINA,6.0,,,,,,5.0,68.84,18.84,1.0,02,2021,02-2021,1351775656
38,FITA CETIM PROGRESSO 3 - 0249 VERDE MILITAR,30.0,,,,,,5.0,4.0,2.0,25.0,02,2021,02-2021,9212366073
39,TINTA TECIDO ACRILEX 520 PRETO,3.0,12.0,,,,,5.0,18.1,6.05,10.0,02,2021,02-2021,3506453102
40,LÃ MOLLET 40G -6313 AMORA,10.0,,,,,,5.0,19.0,6.5,5.0,02,2021,02-2021,2629316842
41,LÃ MOLLET 40G -7034 MARFIM,16.0,,,,,,5.0,19.0,6.5,11.0,02,2021,02-2021,4095908168
42,LÃ MOLLET 100G -0020 NATURAL,9.0,,,,,,5.0,50.0,18.5,4.0,02,2021,02-2021,7009230811
43,ARGOLA MADEIRA 0,20.0,,,,,,5.0,5.0,2.5,15.0,02,2021,02-2021,1444968801
44,LÃ MOLLET 100G -0608 CHOCOLATE,1.0,9.0,,,,,5.0,50.0,17.5,5.0,02,2021,02-2021,1423822139
45,ELASTICO 06MM PRETO CHATO ROLO VENDA POR METRO,10.0,,,,,,5.0,4.43,2.18,5.0,02,2021,02-2021,9852001029
46,AGULHA MÃO DARNING N 5,94.0,,,,,,5.0,1.75,1.0,89.0,02,2021,02-2021,5872021409
47,BOTÃO PEZINHO P,2970.0,,,,,,5.0,2.0,1.0,2965.0,02,2021,02-2021,5982401590
48,TOALHA LAVABO CAPRI - ROSA,12.0,,,,,,5.0,14.8,5.8,7.0,02,2021,02-2021,1870941268
49,ELÁSTICO 14MM  ROLO BRANCO,50.0,,,,,,5.0,7.5,4.5,45.0,02,2021,02-2021,1291659194
50,BOTÃO TRANSPARENTE G,72.0,,,,,,5.0,4.0,2.5,67.0,02,2021,02-2021,1285364663
51,Linha Rayza - Preto,0.0,100.0,,,,,4.0,40.0,14.0,96.0,02,2021,02-2021,2675478033
52,LINHA DUNA- 1289,5.0,,,,,,4.0,50.0,20.0,1.0,02,2021,02-2021,9166523537
53,LINHA DUNA- 6001,6.0,1.0,,,,,4.0,50.0,20.0,3.0,02,2021,02-2021,8535740413
54,CX TAMPA SAPATO 22X9X5,9.0,,,,,,4.0,17.85,8.65,5.0,02,2021,02-2021,2930291449
55,BARBANTE LIMA 8 BORDO,3.0,1.0,,,,,4.0,78.0,26.4,0.0,02,2021,02-2021,2529906681
56,LINHA CAMILA 1000 - BRANCO,6.0,,,,,,4.0,66.0,21.2,2.0,02,2021,02-2021,839616392
57,LÃ SUPER BEBÊ 100G - 8003 GELO,6.0,,,,,,4.0,63.2,24.8,2.0,02,2021,02-2021,8342743459
58,LA AMORE BABY -9351 VERDE,6.0,,,,,,4.0,23.2,10.0,2.0,02,2021,02-2021,6752543707
59,PANO DE PRATO BRANCO EMBAINHADO,45.0,,,,,,4.0,20.0,8.0,41.0,02,2021,02-2021,7964705820
60,CAMILINHA 40M - 0046 - VERMELHO,6.0,,,,,,4.0,12.0,5.2,2.0,02,2021,02-2021,3012359286
61,CAMILINHA 40M - 5010 - MESCLA AZ VER AM,7.0,,,,,,4.0,12.0,5.2,3.0,02,2021,02-2021,8346201680
62,CAMILINHA 40M - 0430 - AMARELO OURO ,6.0,,,,,,4.0,12.0,5.2,2.0,02,2021,02-2021,647457133
63,BARRA ADESIVA - BDA-VIII-023,5.0,,,,,,4.0,15.6,9.6,1.0,02,2021,02-2021,7651104267
64,OLHO P AMIGURUMI -14MM PRETO,20.0,,,,,,4.0,4.0,2.0,16.0,02,2021,02-2021,8686551946
65,OLHO P AMIGURUMI -10MM PRETO,20.0,,,,,,4.0,4.0,2.0,16.0,02,2021,02-2021,8010183261
66,HIDRO LACA BRILHANTE - 100 ML,0.0,4.0,,,,,4.0,54.0,22.0,0.0,02,2021,02-2021,5110532626
67,BIG CONE CIRCULO 8 -2194 TURQUESA ,0.0,4.0,,,,,4.0,205.0,57.0,0.0,02,2021,02-2021,2140122452
68,Meada Anchor - 0046,27.0,,,,,,3.0,10.34,4.79,24.0,02,2021,02-2021,1252661348
69,Meada Anchor - 9046,12.0,,,,,,3.0,10.5,5.1,9.0,02,2021,02-2021,2106774688
70,Meada Anchor - 0040,8.0,,,,,,3.0,10.5,4.95,5.0,02,2021,02-2021,1490989158
71,Meada Anchor - 0063,11.0,,,,,,3.0,10.5,4.95,8.0,02,2021,02-2021,5721238036
72,Meada Anchor - 0229,8.0,,,,,,3.0,10.5,4.95,5.0,02,2021,02-2021,9360627316
73,COSTURA DRIMA - 0962,8.0,,,,,,3.0,7.5,3.9,5.0,02,2021,02-2021,6213928605
74,linha amigurumi- 8990 PRETO,1.0,6.0,,,,,3.0,38.7,13.2,4.0,02,2021,02-2021,4661826877
75,linha amigurumi- 8001 BRANCO,3.0,,,,,,3.0,38.7,13.2,0.0,02,2021,02-2021,6268102968
76,COLA DO ARTESÃO -SILICINE 60ML,14.0,,,,,,3.0,18.1,9.1,11.0,02,2021,02-2021,3380178630
77,BASTÃO COLA QUENTE FINO ,20.0,,,,2.0,,3.0,2.25,1.35,15.0,02,2021,02-2021,5982406917
78,COLA TEK BOND 2 20G,15.0,,,,,,3.0,32.4,11.49,12.0,02,2021,02-2021,2035831794
79,COLA JEANS,3.0,14.0,,,,,3.0,10.21,5.11,14.0,02,2021,02-2021,9720635403
80,BARBANTE LIMA 8 MOSTARDA,3.0,6.0,,,,,3.0,58.5,19.8,6.0,02,2021,02-2021,6363219377
81,BARBANTE LIMA 8 VERMELHO,3.0,24.0,,,,,3.0,58.5,19.8,24.0,02,2021,02-2021,1904664064
82,BARBANTE LIMA 8 VERDE BANDEIRA,7.0,2.0,,,,,3.0,58.08,19.38,6.0,02,2021,02-2021,7994967275
83,BARBANTE LIMA 8 VERDE LIMÃO,5.0,1.0,,,,,3.0,57.29,18.59,3.0,02,2021,02-2021,4505158233
84,LINHA ANNE 500 4456 LARANJA,5.0,,,,,,3.0,46.5,16.5,2.0,02,2021,02-2021,7304897073
85,LINHA ANNE 500 6085 BALÉ,3.0,,,,,,3.0,42.5,12.5,0.0,02,2021,02-2021,1904467224
86,TINTA TECIDO ACRILEX 519 BRANCO,16.0,,,,,,3.0,10.5,3.45,13.0,02,2021,02-2021,5319938700
87,TINTA TECIDO GATO PRETO -419 BRANCO,5.0,,,,,,3.0,10.5,5.1,2.0,02,2021,02-2021,3781613066
88,LINHA ANNE 65M - 6085 ROSA,6.0,,,,,,3.0,13.5,6.0,3.0,02,2021,02-2021,8288713138
89,MASSA BISCUIT acrilex 90G - VERDE FOLHA,4.0,,,,,,3.0,13.5,6.5,1.0,02,2021,02-2021,6006331486
90,COSTURA DRIMA - 5605,5.0,,,,,,3.0,7.5,3.9,2.0,02,2021,02-2021,616909509
91,lastex branco,29.0,,,,,,3.0,4.47,2.67,26.0,02,2021,02-2021,6687646832
92,LÃ MAIS BEBE - 541 ENSEADA,6.0,,,,,,3.0,47.4,18.9,3.0,02,2021,02-2021,9634419330
93,ELASTICO CHATO BRANCO 20,9.0,,,,,,3.0,4.5,2.25,6.0,02,2021,02-2021,3338193985
94,AGULHA BORDADO - 13,29.0,,,,,,3.0,5.83,2.83,26.0,02,2021,02-2021,9811849016
95,MASSA BISCUIT POLYCOL - 90G ROSA,12.0,,,,,,3.0,11.7,6.0,9.0,02,2021,02-2021,9071306687
96,PAPEL DECOUPAGE - PD-970 ROSAS,4.0,,,,,,3.0,12.0,6.0,1.0,02,2021,02-2021,7647893066
97,BARBANTE SPESSO - 24 FIOS CINZA,3.0,,,,,,3.0,70.0,23.5,0.0,02,2021,02-2021,889636658
98,AGULHA MAQUINA SINGER 14 -90/14,72.0,,,,,,3.0,4.5,2.25,69.0,02,2021,02-2021,2942777036
99,ELASTICO 29MM BRANCO ,3.0,,,,,,3.0,8.8,4.3,0.0,02,2021,02-2021,2952462508
100,"AGULHA CROCHE TULIP -0  1,75MM",19.0,,,,,,3.0,16.72,9.22,16.0,02,2021,02-2021,8453462436
101,FITA CETIM PROGRESSO 0- BRANCA,200.0,,,,,,3.0,1.05,0.6,197.0,02,2021,02-2021,7305344168
102,CAMILINHA 40M - 0291 - AMARELO,6.0,,,,,,3.0,9.0,3.9,3.0,02,2021,02-2021,3521174052
103,CAMILINHA 40M - 0218 - VERDE,6.0,,,,,,3.0,9.0,3.9,3.0,02,2021,02-2021,2192980366
104,CAMILINHA 40M - 0332 - LARANJA,3.0,,,,,,3.0,8.56,3.46,0.0,02,2021,02-2021,8882663354
105,SACO P PRESENTE METÁLICO OURO 15X22,22.0,,,,,,3.0,2.72,1.22,19.0,02,2021,02-2021,9344437999
106,PANO DE COPA COFFEE ,12.0,,,,1.0,,3.0,21.72,10.62,8.0,02,2021,02-2021,1777289202
107,PANO DE COPA GALINHA,6.0,,,,,,3.0,22.5,11.4,3.0,02,2021,02-2021,5871415148
108,PANO DE COPA CACTOS,9.0,,,,1.0,,3.0,21.91,10.81,5.0,02,2021,02-2021,651187900
109,VIÉS 35MM - AMARELO 35,34.0,,,,,,3.0,3.0,1.8,31.0,02,2021,02-2021,57027169
110,LINHA CLÉA 1000 -3402 VERMELHO CIRCULO,13.0,,,,,,3.0,46.5,16.0,10.0,02,2021,02-2021,4783035919
111,BARBANTE APOLO 4 - VERDE LIMAO,11.0,,,,,,3.0,58.5,28.5,8.0,02,2021,02-2021,3963642086
112,FITA MÉTRICA - CÍRCULO,0.0,12.0,,,,,3.0,12.0,5.7,9.0,02,2021,02-2021,7854405701
113,Linha Rayza - Laranja,9.0,,,,,,2.0,19.09,6.09,7.0,02,2021,02-2021,3353614598
114,Linha Rayza - Ramy,3.0,15.0,,,,,2.0,20.0,7.0,16.0,02,2021,02-2021,321665579
115,Meada Anchor - 0300,7.0,,,,,,2.0,6.95,3.25,5.0,02,2021,02-2021,4293974426
116,Meada Anchor - 0329,5.0,,,,,,2.0,7.0,3.3,3.0,02,2021,02-2021,4181937457
117,Meada Anchor - 0944,22.0,,,,,,2.0,7.0,3.3,20.0,02,2021,02-2021,3861734862
118,Meada Anchor - 0369,8.0,,,,,,2.0,7.0,3.3,6.0,02,2021,02-2021,8080916914
119,Meada Anchor - 0029,0.0,12.0,,,,,2.0,7.0,3.4,10.0,02,2021,02-2021,6284281564
120,Meada Anchor - 0099,4.0,,,,,,2.0,7.0,3.3,2.0,02,2021,02-2021,2244185131
121,Meada Anchor - 0102,2.0,,,,,,2.0,7.0,3.3,0.0,02,2021,02-2021,1088699087
122,Meada Anchor - 0907,10.0,,,,,,2.0,7.0,3.3,8.0,02,2021,02-2021,110147528
123,ziper sintetico fino fixo - 15cm Preto,42.0,,,,,,2.0,4.0,2.22,40.0,02,2021,02-2021,5720518583
124,ZIPER METAL GROSSO FIXO 8cm preto,1.0,,,,,,2.0,5.0,2.0,-1.0,02,2021,02-2021,1797746281
125,COSTURA DRIMA - 0047,9.0,,,,,,2.0,5.0,2.6,7.0,02,2021,02-2021,8119461237
126,linha amigurumi- 7650 AMENDOA,11.0,,,,,,2.0,25.8,8.8,9.0,02,2021,02-2021,359691161
127,CX SEXTAVADA TAMPA SAPATO 15X15X6,40.0,,,,,,2.0,10.63,4.83,38.0,02,2021,02-2021,6100753661
128,LINHA POLIESTER COSTURA - BRANCA,12.0,,,,,,2.0,10.5,4.1,10.0,02,2021,02-2021,2500410710
129,LINHA QUEEN 7529 CHOCOLATE,6.0,,,,,,2.0,36.0,13.0,4.0,02,2021,02-2021,4920316830
130,FIO DE MALHA -ECOMALHA -3008  VERMELHO,7.0,,,,,,2.0,46.94,18.94,5.0,02,2021,02-2021,155191120
131,FIO DE MALHA -3011  AZUL escuro,15.0,,,,,,2.0,48.0,20.0,13.0,02,2021,02-2021,2691325640
132,BARROCO MAX BRILHO -5767 VERDE BANDEIRA ,4.0,,,,,,2.0,49.12,21.12,2.0,02,2021,02-2021,1248940838
133,LINHA COSTURA SOL - PRETA,35.0,,,,,,2.0,11.0,4.0,33.0,02,2021,02-2021,1775095751
134,BARBANTE LIMA 6 ROYAL,5.0,,,,,,2.0,39.0,13.2,3.0,02,2021,02-2021,8034072340
135,BARBANTE LIMA 8 AZUL ROYAL,3.0,8.0,,,,,2.0,38.5,12.7,9.0,02,2021,02-2021,8402331453
136,LINHA ANNE 500 0020 NATURAL,20.0,,,,1.0,,2.0,31.0,11.0,17.0,02,2021,02-2021,9225954363
137,LINHA ANNE 500 6201 AMETISTA,7.0,,,,,,2.0,31.0,11.0,5.0,02,2021,02-2021,489641031
138,LINHA ANNE 500 7382 CHOCOLATE,4.0,6.0,,,,,2.0,31.0,11.0,8.0,02,2021,02-2021,2210300311
139,TINTA TECIDO ACRILEX 505 AMARELO OURO,4.0,,,,,,2.0,7.0,2.0,2.0,02,2021,02-2021,712206757
140,TINTA TECIDO ACRILEX 500 CLAREADOR,14.0,,,,,,2.0,7.0,2.0,12.0,02,2021,02-2021,1549930425
141,TINTA TECIDO ACRILEX 504 AMARELO LIMÃO,10.0,,,,,,2.0,7.0,2.0,8.0,02,2021,02-2021,1904555027
142,LÃ SUPER BEBÊ 100G - 6010 AZUL TURQUESA,9.0,,,,,,2.0,31.07,11.87,7.0,02,2021,02-2021,2847799743
143,TECIDO TALAGARÇA GROSSA ,14.0,,,,,,2.0,70.0,28.0,12.0,02,2021,02-2021,5897118038
144,LINHA CLÉA 1000 - 0020 ATURAL ,5.0,,,,,,2.0,31.0,10.5,3.0,02,2021,02-2021,5666384585
145,LINHA ANNE 65M - 2137 - AZUL CÉU,8.0,,,,,,2.0,9.3,4.3,6.0,02,2021,02-2021,6731049191
146,LINHA CLÉA 125 -5203 VERDE LIMÃO,1.0,,,,,,2.0,8.4,3.4,-1.0,02,2021,02-2021,7717590195
147,CAMILINHA 125M -0054 ROSA,4.0,,,,,,2.0,9.6,4.0,2.0,02,2021,02-2021,1217219411
148,TINTA FOSCA P/ARTESANATO -520 PRETO,6.0,,,,,,2.0,17.0,5.6,4.0,02,2021,02-2021,2301712099
149,PAINEL P/PINTURA 20X30,4.0,,,,,,2.0,30.0,13.6,2.0,02,2021,02-2021,7790155712
150,CAMILINHA 125M - 0304 - LARANJA,4.0,,,,,,2.0,9.24,3.64,2.0,02,2021,02-2021,3035519352
151,PINCEL TIGRE 815 - 16,13.0,,,,,,2.0,17.0,8.0,11.0,02,2021,02-2021,6869596731
152,PINCEL TIGRE 815 - 12,12.0,,,,,,2.0,10.82,4.82,10.0,02,2021,02-2021,3763706583
153,PINCEL TIGRE - 308- 0,2.0,,,,,,2.0,19.8,8.8,0.0,02,2021,02-2021,8957214180
154,FITA CETIM PROGRESSO 9 - 0213 AZUL TURQUESA,6.0,,,,,,2.0,3.0,1.4,4.0,02,2021,02-2021,1544231166
155,FITA CETIM PROGRESSO 9 - 0240,20.0,,,,,,2.0,3.0,1.4,18.0,02,2021,02-2021,1041069600
156,LÃ BEBÊ TODO DIA - 70105,7.0,,,,,,2.0,31.6,13.6,5.0,02,2021,02-2021,2801605844
157,LINHA LIZA GROSSA -  PRETA,0.0,20.0,,,,,2.0,20.0,8.0,18.0,02,2021,02-2021,1779729911
158,CANETA ACRILPEN - PRETO,11.0,,,,,,2.0,12.86,5.86,9.0,02,2021,02-2021,2587421438
159,TINTA ACRILICA P TELA - AMARELO CADMIO ESCURO,4.0,,,,,,2.0,15.0,8.0,2.0,02,2021,02-2021,5897817903
160,SOLVENTE INODORO - 100ML,3.0,,,,,,2.0,15.6,6.6,1.0,02,2021,02-2021,4621980659
161,TINTA PVA FOSCA 100 ML - 723 VERMELHO NATAL,11.0,,,,,,2.0,13.0,6.0,9.0,02,2021,02-2021,8425613421
162,TINTA PVA FOSCA 100 ML- AMARELO NINHO 712,7.0,,,,,,2.0,14.42,4.82,5.0,02,2021,02-2021,213058468
163,BARBANTE LIMA 6 CINZA,2.0,,,,,,2.0,34.65,8.85,0.0,02,2021,02-2021,296492809
164,TELA P/PINTURA 30X30,2.0,,,,,,2.0,24.0,10.4,0.0,02,2021,02-2021,2814080998
165,VIÉS 35MM - PINK,40.0,,,,,,2.0,2.0,1.2,38.0,02,2021,02-2021,8125705823
166,linha amigurumi- 2930 NETUNO,4.0,,,,,,2.0,25.74,8.74,2.0,02,2021,02-2021,6122760762
167,AGULHA CROCHÊ CIRCULO - 4,14.0,,,,,,2.0,11.49,4.49,12.0,02,2021,02-2021,241049420
168,Ziper sintetico fino fixo - 20cm PRETO,48.0,,,,,,2.0,5.0,2.8,46.0,02,2021,02-2021,8009210238
169,TINTA TECIDO ACRILEX 583 VERMELHO TOMATE ,14.0,,,,,,2.0,6.84,2.14,12.0,02,2021,02-2021,1770629584
170,LINHA CLÉA 1000 -8990 PRETO,4.0,,,,,,2.0,31.0,11.0,2.0,02,2021,02-2021,8169195785
171,Alfinete de segurança - 50MM,121.0,,,,,,2.0,1.2,0.7,119.0,02,2021,02-2021,8769714602
172,Alfinete de segurança - 40MM,127.0,,,,,,2.0,1.0,0.5,125.0,02,2021,02-2021,9771496598
173,TINTA PVA FOSCA 100 ML - PRETO,13.0,,,,,,2.0,12.75,5.75,11.0,02,2021,02-2021,7547311358
174,TINTA ACRILICA P TELA - VERMELHO CADMIO ESCURO,3.0,,,,,,2.0,15.0,8.0,1.0,02,2021,02-2021,3475507898
175,TINTA ACRILICA P TELA - AZUL COBALTO CLARO,4.0,,,,,,2.0,15.0,8.0,2.0,02,2021,02-2021,8969754284
176,LÃ MOLLET 40G -7684 CAPOEIRA,15.0,,,,,,2.0,7.43,2.43,13.0,02,2021,02-2021,4409750044
177,PAPEL DECOUPAGE - PD-636 GIRASSOL,6.0,,,,,,2.0,8.0,4.0,4.0,02,2021,02-2021,3311192089
178,MINIATURA LASER CADEIRA ,5.0,,,,,,2.0,8.71,3.71,3.0,02,2021,02-2021,6465314884
179,BARBANTE EUROROMA 8 - CAQUI,8.0,,,,,,2.0,39.0,13.2,6.0,02,2021,02-2021,3620551541
180,BARBANTE MILANO 6 200G  PINK 550,4.0,1.0,,,,,2.0,31.6,15.6,3.0,02,2021,02-2021,6440366652
181,ENCHIMENTO ACRÍLOCO - PT 1/2 KG,0.0,4.0,,,,,2.0,30.0,18.0,2.0,02,2021,02-2021,5143888781
182,ALFINETE - D - 07 COLORIDO,39.0,,,,1.0,,2.0,5.0,2.6,36.0,02,2021,02-2021,7314276078
183,Ziper sintetico fino fixo - 40CM PRETO,7.0,,,,,,2.0,7.0,3.0,5.0,02,2021,02-2021,1823538903
184,CAIXA PAPELÃO P/ PRESENTE 24X18 PRETA/BRANCA,9.0,,,,,,2.0,25.78,11.18,7.0,02,2021,02-2021,7830456965
185,COSTURA DRIMA - 5927,2.0,,,,,,2.0,5.0,2.6,0.0,02,2021,02-2021,8698012641
186,COSTURA DRIMA - 6002,3.0,,,,,,2.0,5.0,2.6,1.0,02,2021,02-2021,9283515073
187,COSTURA DRIMA - 4972,2.0,,,,,,2.0,5.0,2.6,0.0,02,2021,02-2021,5673910068
188,CANETA BIC AZUL,21.0,,,,,,2.0,2.7,1.3,19.0,02,2021,02-2021,3341593380
189,AQUA BETUME 100ML - ACRILEX,4.0,,,,,,2.0,18.55,7.55,2.0,02,2021,02-2021,8990146629
190,LINHA CAMILA 1000 - 0121 AZUL,5.0,,,,,,2.0,33.0,11.0,3.0,02,2021,02-2021,5732710969
191,AMIGURUMI PELUCIA -7625,5.0,,,,,,2.0,26.34,8.34,3.0,02,2021,02-2021,6614080883
192,"TRILHO MESA 45CMX1,60CM NATAL",2.0,,,,,,2.0,50.0,34.0,0.0,02,2021,02-2021,4263184157
193,PANO DE COPA GALINHA,10.0,,,,,,2.0,13.82,6.42,8.0,02,2021,02-2021,5135740834
194,TOALHA LAVABO CAPRI - AZUL,12.0,,,,,,2.0,6.0,2.4,10.0,02,2021,02-2021,180625538
195,ARGOLA 50,95.0,,,,,,2.0,1.5,0.9,93.0,02,2021,02-2021,643507609
196,AGULHA MÁQUINA SINGER 80/12,88.0,,,,,,2.0,3.0,1.8,86.0,02,2021,02-2021,1124951412
197,BORDADO C/ PASSA FITA 5CM - PALHA,18.0,,,,,,2.0,7.6,3.6,16.0,02,2021,02-2021,9633575705
198,LINHA ANNE 500 2829 AZUL BIC,5.0,,,,,,2.0,31.0,11.0,3.0,02,2021,02-2021,3311682942
199,LINHA ANNE 500 2500 AZUL AQUA,5.0,,,,,,2.0,31.0,11.0,3.0,02,2021,02-2021,9569594161
200,GOMA LACA INDIANA 100 ML,9.0,,,,,,2.0,20.96,7.36,7.0,02,2021,02-2021,679824544
201,"AGULHA CROCHÊ CIRCULO - 4,5",12.0,,,,,,2.0,11.49,5.49,10.0,02,2021,02-2021,5733965478
202,FIO DE SILICONE - 6 MM PTE C/ 10M,10.0,,,,,,2.0,6.0,3.0,8.0,02,2021,02-2021,863839636
203,CORDÃO POLIÉSTER -CASTOR,50.0,,,,,,2.0,2.0,1.2,48.0,02,2021,02-2021,9963445001
204,APLIQUE TECIDO - N 12,30.0,,,,,,2.0,8.6,4.6,28.0,02,2021,02-2021,8514995193
205,APLIQUE TECIDO -  N 8,30.0,,,,,,2.0,6.68,3.08,28.0,02,2021,02-2021,3542848031
206,BIG CONE CIRCULO 8 -1660  AMARELO OURO ,0.0,4.0,,,1.0,,2.0,100.0,26.0,1.0,02,2021,02-2021,7101756403
207,BIG CONE CIRCULO 8 -8001 BRANCO ,0.0,4.0,,,,,2.0,110.0,36.0,2.0,02,2021,02-2021,3296717617
208,"AGULHA CROCHÊ  MILWARD 3,5mm",0.0,24.0,,,,,2.0,12.88,3.68,22.0,02,2021,02-2021,3985753962
209,Linha Rayza - Lilás,11.0,,,,,,1.0,9.5,4.0,10.0,02,2021,02-2021,9767725017
210,Linha Rayza - Amarelo BB,7.0,,,,,,1.0,10.0,3.5,6.0,02,2021,02-2021,133532834
211,Linha Rayza - Vermelho,13.0,15.0,,,,,1.0,10.0,3.5,27.0,02,2021,02-2021,6888984578
212,Linha Rayza - Verde Musgo,12.0,,,,,,1.0,10.0,3.5,11.0,02,2021,02-2021,5310570205
213,Linha Rayza - Azul Turquesa,10.0,,,,,,1.0,10.0,3.5,9.0,02,2021,02-2021,9391879674
214,Linha Rayza - Violeta,6.0,,,,,,1.0,10.0,3.5,5.0,02,2021,02-2021,4985146545
215,Linha Rayza - Pink,16.0,,,,,,1.0,9.55,3.05,15.0,02,2021,02-2021,3804402894
216,Linha Rayza - Rosa Boreal,2.0,,,,,,1.0,9.5,4.0,1.0,02,2021,02-2021,448128186
217,Linha Rayza - Verde Limão,15.0,,,,,,1.0,10.0,3.5,14.0,02,2021,02-2021,4141228698
218,Meada Anchor - 0303,8.0,,,,,,1.0,3.35,1.5,7.0,02,2021,02-2021,9829451422
219,Meada Anchor - 0925,6.0,,,,,,1.0,3.5,1.65,5.0,02,2021,02-2021,8768841418
