,Produto,Saldo Inicial,Entradas,Devoluções,Compras,Saídas,Prêmio,Quant. Vendas,Valor Vendas,Lucro Bruto,Estoque Final,Mês,Ano,Mês/Ano,insertion_id
40,BOTÃO BLUSA - 36,166.0,,,,,,5.0,2.5,1.25,161.0,04,2021,04-2021,7005030180
41,"BORDADO INGLÊS 2,5CM - BRANCO",55.0,,,,,,5.0,10.0,5.0,50.0,04,2021,04-2021,2908352895
42,APLIQUE TECIDO - N 7 ,17.0,,,,,,5.0,10.0,2.5,12.0,04,2021,04-2021,4897214381
43,SISAL ROLO GRANDE,490.0,,,,,,5.0,2.5,1.5,485.0,04,2021,04-2021,5138883918
44,LÃ SUPER BEBÊ 100G - 19002,10.0,,,,,,5.0,84.0,31.0,5.0,04,2021,04-2021,5426515135
45,LÂ ATENA - BORDO,0.0,7.0,,,,,5.0,84.0,34.0,2.0,04,2021,04-2021,9078535774
46,Meada Anchor - 0380,18.0,,,,,,4.0,15.53,7.53,14.0,04,2021,04-2021,5468273224
47,Colchete de Gancho 3 ,179.0,,,,,,4.0,1.18,0.78,175.0,04,2021,04-2021,9353506615
48,Colchete Pressão - 007 - 7mm ,188.0,,,,,,4.0,2.0,1.2,184.0,04,2021,04-2021,8414709212
49,BARBANTE LIMA 6 VERDE LIMÃO,7.0,,,,,,4.0,76.8,25.2,3.0,04,2021,04-2021,1335608616
50,LÃ SUPER BEBÊ 100G - 6008 AZUL BEBE,14.0,,,,,,4.0,67.2,24.8,10.0,04,2021,04-2021,7001051781
51,LÃ TODO DIA - 70028 CINZA,7.0,,,,,,4.0,63.2,29.2,3.0,04,2021,04-2021,9825680530
52,PLÁSTICO ADESIVO - ARABESCO BCO/PTO,14.0,,,,,,4.0,47.54,15.54,10.0,04,2021,04-2021,5770485397
53,LÃ GLOSS BRANCA ,20.0,,,,,,4.0,60.0,28.0,16.0,04,2021,04-2021,2185043193
54,LÃ SEDA - 8797 AÇO,10.0,,,,,,4.0,69.09,21.09,6.0,04,2021,04-2021,9540844844
55,BARBANTE EUROROMA 6 - CAQUI,8.0,2.0,,,,,4.0,78.0,26.4,6.0,04,2021,04-2021,8273203063
56,ELÁSTICO ROLIÇO BRANCO VENDA METRO,29.0,,,,,,4.0,4.0,2.2,25.0,04,2021,04-2021,8820302900
57,ELASTICO 06MM PRETO CHATO ROLO VENDA POR METRO,4.0,,,,,,4.0,4.0,2.2,0.0,04,2021,04-2021,6033264834
58,CANETA BIC AZUL,18.0,,,,,,4.0,6.0,3.2,14.0,04,2021,04-2021,9992496010
59,"BORDADO INGLÊS 7,5 CM - BRANCO",3.6999999999999993,,,,,,4.0,15.2,7.2,-0.3000000000000007,04,2021,04-2021,7345896359
60,BORDADO INGLÊS 5CM - BRANCO,0.0,,,,,,4.0,9.78,4.98,-4.0,04,2021,04-2021,4074304658
61,LINHA ANNE 500 3402 VERMELHO CIRCULO,13.0,,,,,,4.0,65.36,25.36,9.0,04,2021,04-2021,1281280837
62,LINHA CLÉA 1000 -4004 CORAL VIVO,5.0,,,,,,4.0,66.0,24.0,1.0,04,2021,04-2021,3694309460
63,FIO DE SILICONE - 6 MM PTE C/ 10M,7.0,,,,,,4.0,12.0,6.0,3.0,04,2021,04-2021,3348713830
64,BOTÃO INFANTIL FRUTINHAS/BICHINHO,405.0,,,,,,4.0,2.4,1.2,401.0,04,2021,04-2021,9961903573
65,BIG CONE CIRCULO 8 -7725 CAQUI ,5.0,,,,,,4.0,210.8,62.8,1.0,04,2021,04-2021,1920021431
66,LÃ SUPER BEBÊ 100G - 6030 azul pacifico,10.0,,,,,,4.0,67.2,24.0,6.0,04,2021,04-2021,3671158828
67,Meada Anchor - 0229,3.0,,,,,,3.0,11.7,5.7,0.0,04,2021,04-2021,5223296318
68,Meada Anchor - 0403,7.0,,,,,,3.0,11.7,5.7,4.0,04,2021,04-2021,813900867
69,Alfinete de segurança - 19mm,153.0,,,,,,3.0,0.9,0.45,150.0,04,2021,04-2021,7518173234
70,AGULHA CROCHÊ  MILWARD 4mm,25.0,,,,,,3.0,20.0,6.2,22.0,04,2021,04-2021,4584499637
71,AGULHA CROCHÊ  MILWARD 7mm,3.0,,,,,,3.0,18.0,6.6,0.0,04,2021,04-2021,8456801364
72,FIO DE MALHA -3004 MARROM,0.0,12.0,,,,,3.0,72.0,34.5,9.0,04,2021,04-2021,387030184
73,BARBANTE LIMA 6 CAFÉ C/ LEITE,6.0,,,,,,3.0,58.5,19.8,3.0,04,2021,04-2021,7667897942
74,BARBANTE LIMA 8 CRU,18.0,1.0,,,,,3.0,60.0,20.3,16.0,04,2021,04-2021,5310330395
75,BARBANTE LIMA 8 MARROM ,3.0,1.0,,,,,3.0,58.5,19.8,1.0,04,2021,04-2021,2963731819
76,BARBANTE LIMA 8 CAFÉ C/LEITE,2.0,1.0,,,,,3.0,58.5,19.8,0.0,04,2021,04-2021,2049648623
77,BARBANTE LIMA 8 VERDE ÁGUA,5.0,,,,,,3.0,58.5,19.8,2.0,04,2021,04-2021,1692079302
78,BARBANTE LIMA 8 PRETO,6.0,,,,,,3.0,58.5,19.8,3.0,04,2021,04-2021,3547302978
79,"AGULHA TRICÔ PLÁSTICO 5,0 25CM",4.0,,,,,,3.0,24.5,6.5,1.0,04,2021,04-2021,77617393
80,"AGULHA TRICÔ PLÁSTICO 5,0 35CM",12.0,,,,,,3.0,25.5,9.0,9.0,04,2021,04-2021,9675290813
81,LINHA ANNE 500 8176 OFF WHITE,3.0,,,,,,3.0,49.5,19.5,0.0,04,2021,04-2021,7481032487
82,LINHA ANNE 500 4514 PESSEGO,3.0,,,,,,3.0,49.5,19.5,0.0,04,2021,04-2021,69256556
83,TINTA TECIDO ACRILEX 525 CAMURÇA,4.0,12.0,,,,,3.0,11.4,3.9,13.0,04,2021,04-2021,1484562371
84,LÃ PREMIUM - 6038 AZUL MAR,9.0,,,,,,3.0,47.4,15.9,6.0,04,2021,04-2021,2680645711
85,LÃ SUPER BEBÊ 100G - BRANCO,20.0,,,,,,3.0,50.4,18.6,17.0,04,2021,04-2021,9959961770
86,PINCEL TIGRE - 308- 0,3.0,12.0,,,,,3.0,29.7,11.1,12.0,04,2021,04-2021,1834143515
87,TINTA TECIDO ACRILEX 520 PRETO,5.0,24.0,,,,,3.0,11.4,3.9,26.0,04,2021,04-2021,9297941314
88,LÃ CETIM - 298,3.0,,,,,,3.0,53.7,17.7,0.0,04,2021,04-2021,4131297178
89,LÃ MOLLET 100G -0020 NATURAL,4.0,,,,,,3.0,34.5,12.0,1.0,04,2021,04-2021,7863479453
90,TECIDO TRICOLINE DIVERSOS,104.0,,,,,,3.0,68.11,24.61,101.0,04,2021,04-2021,7685742085
91,ELASTICO 24MM PRETO ROLO 25 MT,11.0,,,,,,3.0,6.42,2.67,8.0,04,2021,04-2021,9023085331
92,"AGULHA CROCHE AÇO CIRCULO - 1,75MM",5.0,,,,,,3.0,18.0,7.5,2.0,04,2021,04-2021,2794087053
93,BARBANTE EUROROMA 6 - PRETO,4.0,,,,,,3.0,58.5,19.8,1.0,04,2021,04-2021,5927168629
94,MASSA BISCUIT POLYCOL - 90G ROSA,8.0,,,,,,3.0,11.7,6.0,5.0,04,2021,04-2021,6394385269
95,ELÁSTICO 14MM  ROLO BRANCO,26.0,,,,,,3.0,4.5,2.7,23.0,04,2021,04-2021,5359680572
96,AGULHA MÁQUINA SINGER 80/12,83.0,,,,,,3.0,4.5,2.7,80.0,04,2021,04-2021,1048588233
97,LÃ PREMIUM - 3035,10.0,,,,,,3.0,47.4,15.9,7.0,04,2021,04-2021,1733254003
98,TECIDO RISCADO P BORDA LINHO ,0.0,7.0,,,,,3.0,34.77,16.77,4.0,04,2021,04-2021,2731838535
99,Linha Rayza - Cenoura,5.0,,,,,,2.0,20.0,7.0,3.0,04,2021,04-2021,2297633677
100,Linha Rayza - Preto,95.0,,,,,,2.0,20.0,7.0,93.0,04,2021,04-2021,7726136470
101,Linha Rayza - Lilás,10.0,1.0,,,,,2.0,20.0,7.0,9.0,04,2021,04-2021,7968044172
102,Linha Rayza - Amarelo Ouro,3.0,,,,,,2.0,20.0,7.0,1.0,04,2021,04-2021,3408563997
103,Linha Rayza - Marrom Claro,16.0,,,,,,2.0,20.0,7.0,14.0,04,2021,04-2021,8240066873
104,Meada Anchor - 0290,27.0,,,,,,2.0,7.73,3.73,25.0,04,2021,04-2021,8791595778
105,Meada Anchor - 0324,6.0,,,,,,2.0,7.8,3.8,4.0,04,2021,04-2021,256076692
106,Novelo Anchor - 00046,6.0,,,,,,2.0,19.6,7.8,4.0,04,2021,04-2021,802327147
107,Meada Anchor - 1086,12.0,,,,,,2.0,7.8,3.8,10.0,04,2021,04-2021,9070896025
108,Meada anchor - 0142,7.0,,,,,,2.0,7.0,3.0,5.0,04,2021,04-2021,7972253317
109,Meada Anchor - 0846,16.0,,,,,,2.0,7.73,3.73,14.0,04,2021,04-2021,5988756575
110,Meada Anchor - 0280,7.0,,,,,,2.0,7.73,3.73,5.0,04,2021,04-2021,2471167183
111,Meada Anchor - 0888,15.0,,,,,,2.0,7.73,3.73,13.0,04,2021,04-2021,7993681828
112,Meada Anchor - 0874,11.0,,,,,,2.0,7.8,3.8,9.0,04,2021,04-2021,3589637375
113,Ziper invisivel - 20cm vermelho,17.0,,,,,,2.0,8.07,2.43,15.0,04,2021,04-2021,3663692051
114,"AGULHA CROCHÊ  MILWARD 2,5mm",5.0,,,,,,2.0,12.0,4.4,3.0,04,2021,04-2021,4714749961
115,AGULHA CROCHÊ  MILWARD 3mm,28.0,,,,,,2.0,14.0,4.8,26.0,04,2021,04-2021,503788711
116,COSTURA DRIMA - 0176,10.0,,,,,,2.0,5.0,2.6,8.0,04,2021,04-2021,6756192780
117,linha amigurumi- 8008 PEDREIRA,3.0,,,,,,2.0,27.0,10.0,1.0,04,2021,04-2021,4145473079
118,BANDEJA RETANGULAR RETA LISA 20X30,2.0,,,,,,2.0,20.0,10.0,0.0,04,2021,04-2021,7031533407
119,BARROCO MAX 4/6 -7603 CASTOR ,2.0,,,,,,2.0,35.8,11.8,0.0,04,2021,04-2021,5378484338
120,BARROCO MAX 4/6 -5242 TREVO ,5.0,,,,,,2.0,35.8,11.8,3.0,04,2021,04-2021,3833853640
121,LINHA COSTURA SOL - PRETA,31.0,,,,,,2.0,11.03,4.03,29.0,04,2021,04-2021,8102321912
122,BARBANTE LIMA 6 VERDE  BANDEIRA,2.0,,,,,,2.0,38.24,12.44,0.0,04,2021,04-2021,1489658460
123,BARBANTE LIMA 8 AZUL ROYAL,4.0,1.0,,,,,2.0,39.0,13.2,3.0,04,2021,04-2021,7265589752
124,BARBANTE LIMA 8 VERDE BANDEIRA,3.0,,,,,,2.0,39.0,13.2,1.0,04,2021,04-2021,5664798964
125,BARBANTE LIMA 3 - CRU,5.0,,,,,,2.0,39.0,13.2,3.0,04,2021,04-2021,4944710790
126,BARBANTE SPESSO - 24 FIOS AZUL BEBE,10.0,,,,,,2.0,46.13,15.13,8.0,04,2021,04-2021,9844118504
127,"AGULHA TRICÔ PLÁSTICO 3,0 35CM",4.0,,,,,,2.0,15.6,3.6,2.0,04,2021,04-2021,8852046174
128,"AGULHA TRICÔ PLÁSTICO 4,0 35CM",14.0,,,,,,2.0,17.0,5.0,12.0,04,2021,04-2021,7532188990
129,LINHA ANNE 500  8001 BRANCO,5.0,,,,,,2.0,31.63,11.63,3.0,04,2021,04-2021,7624451873
130,LINHA ANNE 500 1289 CANÁRIO,9.0,,,,,,2.0,33.0,13.0,7.0,04,2021,04-2021,8294039501
131,LINHA ANNE 500 3526 ROSA CANDY,3.0,,,,,,2.0,32.13,12.13,1.0,04,2021,04-2021,5500919092
132,LINHA ANNE 500 6201 AMETISTA,5.0,,,,,,2.0,33.0,13.0,3.0,04,2021,04-2021,87092284
133,CAMILA FASHION 500  BRANCO,5.0,,,,,,2.0,35.27,9.47,3.0,04,2021,04-2021,7909468842
134,CAMILA FASHION 500  PRETO,6.0,,,,,,2.0,33.0,10.6,4.0,04,2021,04-2021,5702371551
135,TINTA TECIDO ACRILEX 519 BRANCO,5.0,21.0,,,,,2.0,7.6,2.6,24.0,04,2021,04-2021,7415408430
136,LÃ PREMIUM - 7067 VERDE OLIVA,9.0,,,,,,2.0,31.6,10.6,7.0,04,2021,04-2021,8838626489
137,LÃ SUPER BEBÊ 100G - 0884 BEGE,12.0,,,,,,2.0,33.6,12.4,10.0,04,2021,04-2021,6554387511
138,BARROCO MULT 200G -9153,6.0,,,,,,2.0,35.8,12.4,4.0,04,2021,04-2021,6115682213
139,LINHA CLÉA 125 - 2194 TURQUESA,4.0,,,,,,2.0,11.0,6.0,2.0,04,2021,04-2021,9664722194
140,COLA ESCOLAR 40G ,6.0,,,,,,2.0,3.0,1.4,4.0,04,2021,04-2021,4465699718
141,TINTA FOSCA P/ARTESANATO -520 PRETO,4.0,,,,,,2.0,10.42,,2.0,04,2021,04-2021,2300394344
142,PAINEL P/PINTURA 20X30,2.0,,,,,,2.0,30.0,13.6,0.0,04,2021,04-2021,1016456330
143,PINCEL TIGRE 815 - 10,3.0,12.0,,,,,2.0,8.0,4.0,13.0,04,2021,04-2021,1452402469
144,PINCEL KERAMIK 331 -10,3.0,,,,,,2.0,27.6,13.6,1.0,04,2021,04-2021,6681336438
145,FITA CETIM PROGRESSO 5 - 0213 AZUL TURQUESA,10.0,,,,,,2.0,2.0,1.0,8.0,04,2021,04-2021,1006198760
146,FITA CETIM PROGRESSO 3 - 0201 BRANCO,50.0,,,,,,2.0,1.6,0.8,48.0,04,2021,04-2021,6023849983
147,FITA CETIM PROGRESSO 2 - 0201 BRANCO,44.0,,,,,,2.0,1.2,0.6,42.0,04,2021,04-2021,9739407423
148,LÃ MOLLET 40G -0447 MILITAR,10.0,,,,,,2.0,8.0,3.0,8.0,04,2021,04-2021,3620112282
149,LÃ MOLLET 40G -2194 TURQUESA,22.0,1.0,,,,,2.0,8.0,3.0,21.0,04,2021,04-2021,4714599711
150,LÃ MOLLET 40G -8176 OFF-WHITE,5.0,2.0,,,,,2.0,8.0,3.0,5.0,04,2021,04-2021,1765190258
151,LÃ RENDIDORA - 400,7.0,,,,,,2.0,32.0,14.0,5.0,04,2021,04-2021,7236632488
152,BARROCO MAX 4/6 -3390 QUARTZO ,6.0,,,,,,2.0,35.8,11.8,4.0,04,2021,04-2021,8807463067
153,linha amigurumi- 3131 CHICLETE,3.0,,,,,,2.0,27.0,10.0,1.0,04,2021,04-2021,9865268032
154,LÃ CETIM - 881,6.0,,,,,,2.0,35.8,11.8,4.0,04,2021,04-2021,5525738045
155,TINTA PVA FOSCA 100 ML - 752 AZUL ULTRAMAR ,6.0,,,,,,2.0,12.48,2.88,4.0,04,2021,04-2021,9815250790
156,REDE SERTANEJA PADRÃO ,3.0,,,,,,2.0,240.0,106.0,1.0,04,2021,04-2021,9498814621
157,TINTA PVA FOSCA 100 ML - 723 VERMELHO NATAL,9.0,,,,,,2.0,15.8,6.2,7.0,04,2021,04-2021,8575793137
158,LÃ MOLLET 100G -0769 ROSA,2.0,,,,,,2.0,23.0,8.0,0.0,04,2021,04-2021,1238840418
159,SISAL ROLO 10MT,5.0,,,,,,2.0,20.0,11.6,3.0,04,2021,04-2021,5486312760
160,AGULHA CROCHÊ CIRCULO - 8,12.0,,,,,,2.0,15.5,7.5,10.0,04,2021,04-2021,1159632755
161,LÃ MOLLET 40G -0020 ,8.0,,,,,,2.0,7.91,2.91,6.0,04,2021,04-2021,87474668
162,LÃ MOLLET 40G -5556 TIFFANY,5.0,,,,,,2.0,7.91,2.91,3.0,04,2021,04-2021,254101353
163,LÃ MOLLET 40G -5743 NEO MINT,9.0,,,,,,2.0,8.0,3.0,7.0,04,2021,04-2021,6446198696
164,LÃ MOLLET 100G -5556 TIFANY,2.0,,,,,,2.0,23.0,8.0,0.0,04,2021,04-2021,6835576122
165,AGULHA BORDADO - 13,22.0,,,,,,2.0,4.0,2.0,20.0,04,2021,04-2021,5204649574
166,LINHA CLÉA 1000 -8990 PRETO,2.0,,,,,,2.0,32.13,11.13,0.0,04,2021,04-2021,9679708504
167,linha amigurumi- 3046 DOÇURA,0.0,,,,,,2.0,27.0,10.0,-2.0,04,2021,04-2021,5231157008
168,COSTURA DRIMA - 0263,8.0,,,,,,2.0,5.0,2.6,6.0,04,2021,04-2021,6231982
169,Alfinete de segurança - 50MM,96.0,,,,,,2.0,1.2,0.7,94.0,04,2021,04-2021,6765891294
170,Alfinete de segurança - 40MM,115.0,,,,,,2.0,1.0,0.5,113.0,04,2021,04-2021,2763700052
171,BARBANTE LIMA 6 ROSA BEBE,5.0,1.0,,,,,2.0,39.0,13.2,4.0,04,2021,04-2021,9478838366
172,MASSA BISCUIT POLYCOL - 90G LARANJA,9.0,,,,,,2.0,7.8,4.0,7.0,04,2021,04-2021,9479352446
173,BARBANTE EUROROMA 8 - CAQUI,4.0,,,,,,2.0,39.0,13.2,2.0,04,2021,04-2021,4720769456
174,MASCARAS TRICOLINE,13.0,15.0,,,,,2.0,12.0,4.0,26.0,04,2021,04-2021,3970698250
175,TECIDO P/ LIMPEZA,20.0,,,,,,2.0,10.0,5.0,18.0,04,2021,04-2021,8556218970
176,CAMILINHA 40M - 0291 - AMARELO,3.0,,,,,,2.0,6.0,2.6,1.0,04,2021,04-2021,2299757273
177,ELASTICO CHATO BRANCO 18 METRO,84.0,,,,,,2.0,3.0,1.6,82.0,04,2021,04-2021,2538979734
178,LÃ MAIS BEBE - 9071,4.0,,,,,,2.0,27.6,10.6,2.0,04,2021,04-2021,6217451756
179,TESOURA MULTIUSO MUNDIAL 8 1/2,3.0,,,,,,2.0,50.0,30.0,1.0,04,2021,04-2021,8134411243
180,LINHA CAMILA 1000 - 0052 ROSA,6.0,,,,,,2.0,35.8,10.0,4.0,04,2021,04-2021,1404986072
181,BARBANTE LIMA 6 AZUL MARINHO,3.0,,,,,,2.0,39.0,13.2,1.0,04,2021,04-2021,552447501
182,TOALHA LAVABO MULTI ARTE - BRANCA,6.0,,,,,,2.0,15.0,8.6,4.0,04,2021,04-2021,6617411217
183,FRALDA BOCA NICOLI - ROSA,8.0,,,,,,2.0,9.6,4.0,6.0,04,2021,04-2021,3826592127
184,ELÁSTICO 39MM ROLO BRANCO,48.0,,,,,,2.0,7.76,5.36,46.0,04,2021,04-2021,9711591780
185,AGULHA CROCHÊ ESMALTADA - 4MM,23.0,,,,,,2.0,12.0,6.0,21.0,04,2021,04-2021,8832495574
186,LINHA ANNE 500 2500 AZUL AQUA,3.0,,,,,,2.0,31.0,11.0,1.0,04,2021,04-2021,3931673645
187,LINHA CLÉA 1000 -3402 VERMELHO CIRCULO,10.0,,,,,,2.0,33.0,12.0,8.0,04,2021,04-2021,9178745381
188,TECIDO FRALDA BRANCO,49.0,,,,,,2.0,12.0,6.0,47.0,04,2021,04-2021,1951803024
189,BASTIDOR DE BAMBU - N 9 ,4.0,,,,,,2.0,60.0,27.0,2.0,04,2021,04-2021,2853435059
190,"AGULHA CROCHÊ  MILWARD 3,5mm",19.0,,,,,,2.0,14.0,4.8,17.0,04,2021,04-2021,7888105769
191,LINHA ANNE 500 2314 bic,5.0,,,,,,2.0,33.0,12.0,3.0,04,2021,04-2021,1841095775
192,BIG CONE CIRCULO 8 - vermelho,5.0,,,,,,2.0,102.84,28.84,3.0,04,2021,04-2021,4916762434
193,BIG CONE CIRCULO 6 -0020 CRU,7.0,,,,1.0,,2.0,105.0,31.0,4.0,04,2021,04-2021,623507981
194,MISSANGA P - TONS DE LARANJA,32.0,,,,,,2.0,4.0,2.0,30.0,04,2021,04-2021,4004672878
195,COLA UNIVERSAL CIRCULO,11.0,,,,,,2.0,19.6,7.6,9.0,04,2021,04-2021,2232979007
196,JOGO AMERICANO CHITA 6 PCS,6.0,,,,,,2.0,90.0,34.0,4.0,04,2021,04-2021,2684361727
197,PESO DE PORTA BALA,2.0,,,,,,2.0,26.0,13.0,0.0,04,2021,04-2021,9795787061
198,TAPETE PORTA BARBANTE TEAR,8.0,,,,,,2.0,30.0,13.0,6.0,04,2021,04-2021,2518967633
199,TAPETE DE PORTA ALGODÃO,4.0,,,,,,2.0,29.06,13.06,2.0,04,2021,04-2021,2296993219
200,AMIGURUMI PELUCIA -3182,6.0,,,,,,2.0,26.32,8.52,4.0,04,2021,04-2021,4476091804
201,LINHA CAMILA 1000 - 0229 VERDE,6.0,,,,,,2.0,35.8,10.0,4.0,04,2021,04-2021,9150233509
202,BARBANTE EUROROMA 8 - lilás claro,0.0,12.0,,,,,2.0,39.0,13.2,10.0,04,2021,04-2021,251903247
203,Linha Rayza - Laranja,7.0,,,,,,1.0,10.0,3.5,6.0,04,2021,04-2021,3410426865
204,Linha Rayza - Creme,14.0,,,,,,1.0,10.0,3.5,13.0,04,2021,04-2021,4692907021
205,Linha Rayza - Verde Musgo,9.0,,,,,,1.0,10.0,3.5,8.0,04,2021,04-2021,3536347366
206,Linha Rayza - Azul Claro,10.0,,,,,,1.0,10.0,3.5,9.0,04,2021,04-2021,1185925122
207,Linha Rayza - Framboesa,10.0,,,,,,1.0,10.0,3.5,9.0,04,2021,04-2021,7925765056
208,Linha Rayza - Cereja,6.0,,,,,,1.0,10.0,3.5,5.0,04,2021,04-2021,8363861836
209,Linha Rayza - Abóbora,9.0,,,,,,1.0,10.0,3.5,8.0,04,2021,04-2021,2137372603
210,Linha Rayza - Verde Limão,14.0,,,,,,1.0,10.0,3.5,13.0,04,2021,04-2021,1462184352
211,Meada Anchor - 0295,23.0,,,,,,1.0,3.83,1.83,22.0,04,2021,04-2021,4484906685
212,Meada Anchor - 0303,6.0,1.0,,,1.0,,1.0,3.9,1.9,5.0,04,2021,04-2021,3505527188
213,Meada Anchor - 0304,10.0,,,,,,1.0,3.9,1.9,9.0,04,2021,04-2021,4358204774
214,Meada Anchor - 0329,3.0,,,,,,1.0,3.9,1.9,2.0,04,2021,04-2021,8674882291
215,Meada Anchor - 0332,9.0,,,,,,1.0,3.9,1.9,8.0,04,2021,04-2021,1618980297
216,Meada Anchor - 0316,3.0,,,,,,1.0,3.9,1.9,2.0,04,2021,04-2021,4978281978
217,Meada Anchor - 0306,5.0,,,,,,1.0,3.83,1.83,4.0,04,2021,04-2021,3237704525
218,Meada Anchor - 1046,33.0,,,,,,1.0,3.9,1.9,32.0,04,2021,04-2021,3192047966
219,Meada Anchor - 0944,19.0,,,,,,1.0,3.82,1.82,18.0,04,2021,04-2021,2422575342
220,Novelo Anchor - 00291,8.0,,,,,,1.0,9.5,3.6,7.0,04,2021,04-2021,5399706542
221,Novelo Anchor - 00307,6.0,,,,,,1.0,9.5,3.6,5.0,04,2021,04-2021,7668135169
