,Produto,Saldo Inicial,Entradas,Devoluções,Compras,Saídas,Prêmio,Quant. Vendas,Valor Vendas,Lucro Bruto,Estoque Final,Mês,Ano,Mês/Ano,insertion_id
222,TINTA PVA FOSCA 100 ML - 752 AZUL ULTRAMAR ,10.0,,,,,,2.0,13.0,6.0,8.0,10,2020,10-2020,9992810201
223,LINHA CLÉA 1000 -2314 AZUL,2.0,,,,,,2.0,29.0,9.0,0.0,10,2020,10-2020,7693385565
224,BARBANTE LIMA 8 SALMÃO,2.0,,,,,,2.0,33.0,10.0,0.0,10,2020,10-2020,6671122900
225,BARBANTE LIMA 6 AZUL TURQUESA,2.0,,,,,,2.0,33.0,10.0,0.0,10,2020,10-2020,7397167258
226,TELA P/PINTURA 18X24,5.0,,,,,,2.0,15.0,7.0,3.0,10,2020,10-2020,3308381425
227,LÃ MOLLET 40G -2403 AQUA,10.0,,,,,,2.0,7.14,2.14,8.0,10,2020,10-2020,63679825
228,BARBANTE APOLO 4 -7496 CHOCOLATE,11.0,,,,,,2.0,33.0,14.0,9.0,10,2020,10-2020,9128768432
229,LÃ MOLLET 100G -0850 CASTANHO,5.0,,,,,,2.0,20.0,7.0,3.0,10,2020,10-2020,272747269
230,LÃ MOLLET 100G -1245 CANÁRIO,9.0,,,,,,2.0,20.0,7.0,7.0,10,2020,10-2020,3853060341
231,AGULHA BORDADO - 16,115.0,,,,,,2.0,2.34,0.94,113.0,10,2020,10-2020,5784130544
232,AGULHA BORDADO - 13,34.0,,,,,,2.0,4.0,2.0,32.0,10,2020,10-2020,3633192514
233,TINTA FOSCA P/ARTESANATO -545 VERDE OLIVA,6.0,,,,,,2.0,17.0,5.6,4.0,10,2020,10-2020,8002171887
234,LÃ MOLLET 40G -3182 CHICLETE,7.0,,,,,,2.0,7.14,2.14,5.0,10,2020,10-2020,9677811439
235,BARBANTE APOLO 4 -ROYAL,10.0,,,,,,2.0,34.0,11.1,8.0,10,2020,10-2020,898375915
236,PORTA TEMPERO - FRACONETES,3.0,,,,,,2.0,70.0,40.0,1.0,10,2020,10-2020,5477035603
237,TINTA ÓLEO GATO PRETO 20 ML - VERMELHO CLARO FRANCÊS ,6.0,,,,,,2.0,14.53,6.73,4.0,10,2020,10-2020,3866066038
238,TINTA ÓLEO GATO PRETO 20ML  - AZUL HORTENCIA,6.0,,,,,,2.0,14.53,6.93,4.0,10,2020,10-2020,9897452653
239,TINTA ÓLEO GATO PRETO 25 ML - ROSA ORQUIDEA,5.0,,,,,,2.0,14.53,7.53,3.0,10,2020,10-2020,6344371364
240,LINHA CAMILA 1000 - 0291 OURO,8.0,,,,,,2.0,33.0,10.6,6.0,10,2020,10-2020,3431536291
241,PINCEL CONDOR 284-10 ,5.0,,,,,,2.0,27.0,12.6,3.0,10,2020,10-2020,2688973912
242,PINCEL TIGRE 815 - 06,11.0,,,,,,2.0,8.0,4.8,9.0,10,2020,10-2020,8638071688
243,PINCEL TIGRE 815 - 18,5.0,,,,,,2.0,24.0,12.0,3.0,10,2020,10-2020,1010632308
244,TINTA TECIDO ACRILEX 543 AZUL ULTRAMAR ,9.0,,,,,,2.0,7.0,2.3,7.0,10,2020,10-2020,9021059537
245,MASSA BISCUIT POLYCOL - 90G LARANJA,12.0,,,,,,2.0,7.64,3.84,10.0,10,2020,10-2020,8157446010
246,MINIATURA LASER CADEIRA BARBIE,2.0,,,,,,2.0,15.0,7.4,0.0,10,2020,10-2020,4940165803
247,BIG CONE euro 6 - CAQUI ,8.0,,,,,,2.0,87.11,33.11,6.0,10,2020,10-2020,6156198189
248,BIG CONE euro 8 - AZUL PISCINA,3.0,,,,,,2.0,84.22,36.22,1.0,10,2020,10-2020,6227191954
249,RESINA DIVINO C ASA DE ANJO,4.0,,,,,,2.0,9.6,4.4,2.0,10,2020,10-2020,1884098139
250,APLIQUE LASER CANTONEIRA COLONIAL,3.0,,,,,,2.0,5.6,3.0,1.0,10,2020,10-2020,1129469507
251,BATEDOR ESPUMA,3.0,,,,,,2.0,9.0,4.2,1.0,10,2020,10-2020,2653027005
252,PLACA REDONDA 33DIAMETRO,20.0,,,,,,2.0,11.6,5.8,18.0,10,2020,10-2020,1316682182
253,PORTA PANETONE TAMPA NEVE,2.0,,,,,,2.0,18.4,8.8,0.0,10,2020,10-2020,2977796021
254,PLACA REDONDA 33 DIAMETRO,20.0,,,,,,2.0,11.6,5.8,18.0,10,2020,10-2020,6996916336
255,ELASTICO 29MM BRANCO ,12.0,,,,,,2.0,6.0,3.0,10.0,10,2020,10-2020,2949095052
256,ALFINETE - D - 07 COLORIDO,12.0,,,,,,2.0,5.0,2.6,10.0,10,2020,10-2020,9124421895
257,PALITO PEGA PÉROLAS,20.0,,,,,,2.0,2.0,0.9,18.0,10,2020,10-2020,6454790710
258,AGULHA MAQUINA SINGER 18,38.0,,,,,,2.0,3.66,1.66,36.0,10,2020,10-2020,406262229
259,COSTURA DRIMA - 4740,8.0,,,,,,2.0,4.0,1.78,6.0,10,2020,10-2020,4118081598
260,LÁPIS DE COSTURA  NYBC,0.0,3.0,,,,,2.0,8.0,4.0,1.0,10,2020,10-2020,5765721775
261,BORRACHA PONTEIRA,0.0,95.0,,,,,2.0,1.0,0.5,93.0,10,2020,10-2020,4964838210
262,CORDÃO ALGODÃO SÃO JOSÉ,0.0,45.0,,,,,2.0,2.0,0.8,43.0,10,2020,10-2020,7178054255
263,SAIA P ARVORE NATAL 60CM,0.0,4.0,,,,,2.0,70.0,35.0,2.0,10,2020,10-2020,8750709886
264,NICHO QUADRADO 40X40,0.0,2.0,,,,,2.0,50.0,24.0,0.0,10,2020,10-2020,147115442
265,Linha Rayza - Cenoura,7.0,,,,,,1.0,8.5,3.0,6.0,10,2020,10-2020,269766650
266,Linha Rayza - Bege,6.0,5.0,,,,,1.0,8.5,3.0,10.0,10,2020,10-2020,1902882000
267,Linha Rayza - Lilás,2.0,10.0,,,,,1.0,8.34,2.84,11.0,10,2020,10-2020,1227429983
268,Linha Rayza - Verde Musgo,0.0,15.0,,,,,1.0,8.5,,14.0,10,2020,10-2020,7838005026
269,Linha Rayza - Azul Claro,13.0,,,,,,1.0,8.5,3.0,12.0,10,2020,10-2020,8268113853
270,Linha Rayza - Violeta,3.0,5.0,,,,,1.0,8.5,3.0,7.0,10,2020,10-2020,7522341159
271,Linha Rayza - Pink,7.0,10.0,,,,,1.0,8.5,3.0,16.0,10,2020,10-2020,6752485114
272,Linha Rayza - Amarelo Ouro,12.0,,,,,,1.0,8.5,3.0,11.0,10,2020,10-2020,4047707688
273,Linha Rayza - Cardeal,10.0,,,,,,1.0,8.5,3.0,9.0,10,2020,10-2020,9685584362
274,Linha Rayza - Maravilha,8.0,,,,,,1.0,8.5,3.0,7.0,10,2020,10-2020,2307421443
275,Linha Rayza - Ouro Velho,14.0,,,,,,1.0,8.5,3.0,13.0,10,2020,10-2020,8826512238
276,Linha Rayza - Cobalto,12.0,,,,,,1.0,8.5,3.0,11.0,10,2020,10-2020,3369457166
277,Meada Anchor - 0304,14.0,,,,,,1.0,3.5,1.75,13.0,10,2020,10-2020,4205854059
278,Meada Anchor - 0335,8.0,,,,,,1.0,3.5,1.75,7.0,10,2020,10-2020,3139278583
279,Meada Anchor - 0306,6.0,,,,,,1.0,3.5,1.75,5.0,10,2020,10-2020,5007853584
280,Meada Anchor - 1004,6.0,,,,,,1.0,3.5,1.75,5.0,10,2020,10-2020,4384928431
281,Meada Anchor - 0367,9.0,,,,,,1.0,3.5,1.75,8.0,10,2020,10-2020,2556611763
282,Meada Anchor - 0369,11.0,,,,1.0,,1.0,3.5,1.75,9.0,10,2020,10-2020,1076587914
283,Novelo Anchor - 00134,10.0,,,,,,1.0,8.73,2.83,9.0,10,2020,10-2020,99572225
284,Novelo Anchor - 00403,3.0,,,,,,1.0,8.75,2.85,2.0,10,2020,10-2020,4297131129
285,Novelo Anchor - 01217,10.0,,,,,,1.0,8.8,2.9,9.0,10,2020,10-2020,5790972836
286,Novelo Anchor - 01202,10.0,,,,,,1.0,8.8,2.9,9.0,10,2020,10-2020,909470307
287,Novelo Anchor - 00101,4.0,,,,,,1.0,8.8,2.9,3.0,10,2020,10-2020,9678076887
288,Meada Anchor - 0378,12.0,,,,,,1.0,3.5,1.75,11.0,10,2020,10-2020,9256335011
289,Meada Anchor - 1011,6.0,,,,,,1.0,3.32,1.57,5.0,10,2020,10-2020,1889184249
290,Meada Anchor - 0026,8.0,,,,,,1.0,3.5,1.75,7.0,10,2020,10-2020,2181664742
291,Meada Anchor - 0031,2.0,,,,1.0,,1.0,3.5,1.75,0.0,10,2020,10-2020,2871020115
292,Meada Anchor - 1098,11.0,,,,,,1.0,3.5,1.75,10.0,10,2020,10-2020,4400226948
293,Meada Anchor - 0054,24.0,,,,,,1.0,3.34,1.59,23.0,10,2020,10-2020,4399779635
294,Meada Anchor - 0038,1.0,,,,,,1.0,3.5,1.75,0.0,10,2020,10-2020,6416460638
295,Meada Anchor - 0055,7.0,1.0,,,,,1.0,3.5,1.75,7.0,10,2020,10-2020,8688585053
296,Meada Anchor - 0057,8.0,,,,,,1.0,3.34,1.59,7.0,10,2020,10-2020,2657319237
297,Meada anchor - 0129,9.0,1.0,,,,,1.0,3.5,1.75,9.0,10,2020,10-2020,4926680442
298,Meada Anchor - 0147,2.0,,,,,,1.0,3.5,1.75,1.0,10,2020,10-2020,8625695062
299,Meada Anchor - 0433,11.0,,,,3.0,,1.0,3.5,1.75,7.0,10,2020,10-2020,8382610333
300,Meada Anchor - 0230,8.0,,,,,,1.0,3.5,1.75,7.0,10,2020,10-2020,4442442537
301,Meada Anchor - 0212,10.0,,,,,,1.0,3.5,1.75,9.0,10,2020,10-2020,4445521255
302,Meada Anchor - 8581,7.0,,,,,,1.0,3.5,1.95,6.0,10,2020,10-2020,6092030058
303,Drima Pesponto - N,2.0,,,,,,1.0,2.0,1.13,1.0,10,2020,10-2020,602918097
304,Ziper invisivel - 20cm preto,10.0,,,,,,1.0,4.5,3.68,9.0,10,2020,10-2020,367485562
305,Ziper sintetico fino fixo - 15cm verde agua,9.0,,,,,,1.0,2.0,1.11,8.0,10,2020,10-2020,707460926
306,Ziper sintetico fino fixo - 15cm verde monarca,7.0,,,,,,1.0,2.0,1.11,6.0,10,2020,10-2020,8787757127
307,ziper sintetico fino fixo - 15cm vermelho escuro,2.0,,,,,,1.0,2.0,1.11,1.0,10,2020,10-2020,2937061095
308,ziper sintetico fino fixo - 15cm cinza medio,2.0,,,,,,1.0,2.0,1.11,1.0,10,2020,10-2020,3304877136
309,COSTURA DRIMA - CRU,108.0,8.0,,,14.0,,1.0,2.0,0.89,101.0,10,2020,10-2020,3593328609
310,COSTURA DRIMA - 0962,10.0,,,,,,1.0,2.0,0.89,9.0,10,2020,10-2020,2695043072
311,COSTURA DRIMA - 5938,8.0,1.0,,,,,1.0,2.0,0.89,8.0,10,2020,10-2020,8327538765
312,COSTURA DRIMA - 6014,4.0,,,,,,1.0,2.0,0.89,3.0,10,2020,10-2020,267838529
313,COSTURA DRIMA - 5992,6.0,,,,,,1.0,2.0,0.85,5.0,10,2020,10-2020,7984730282
314,COSTURA DRIMA - 5882,7.0,,,,,,1.0,2.0,0.89,6.0,10,2020,10-2020,4083035193
315,COSTURA DRIMA - 0018,9.0,,,,,,1.0,2.0,0.87,8.0,10,2020,10-2020,1457026031
316,COSTURA DRIMA - 0127,10.0,,,,,,1.0,1.84,0.73,9.0,10,2020,10-2020,3498571263
317,linha amigurumi- 2137 HORTÊNCIA,5.0,,,,,,1.0,12.9,4.4,4.0,10,2020,10-2020,6505348822
318,linha amigurumi- 7569,3.0,,,,,,1.0,12.9,4.4,2.0,10,2020,10-2020,487064899
319,linha amigurumi- 7564,6.0,,,,,,1.0,12.64,4.14,5.0,10,2020,10-2020,9749181794
320,linha amigurumi- 1112,5.0,,,,,,1.0,12.9,4.4,4.0,10,2020,10-2020,1996404506
321,COSTURA DRIMA - 5880,1.0,,,,,,1.0,2.0,0.89,0.0,10,2020,10-2020,8926983262
322,LINHA DUNA- 5203,4.0,,,,,,1.0,12.5,5.0,3.0,10,2020,10-2020,3727046136
323,COSTURA DRIMA - 5821,9.0,,,,,,1.0,2.0,0.89,8.0,10,2020,10-2020,4789885935
324,COSTURA DRIMA - 4960,5.0,6.0,,,,,1.0,2.0,0.89,10.0,10,2020,10-2020,7463447115
325,COSTURA DRIMA - 6094,10.0,,,,,,1.0,2.0,0.89,9.0,10,2020,10-2020,3769534772
326,COSTURA DRIMA - 5878,4.0,,,,,,1.0,2.0,0.89,3.0,10,2020,10-2020,1292777741
327,COSTURA DRIMA - 0294,2.0,,,,,,1.0,2.0,0.89,1.0,10,2020,10-2020,7082420822
328,BAÚ C/ ALÇA DE METAL 31X20X22,1.0,,,,,,1.0,45.67,25.77,0.0,10,2020,10-2020,3435786684
329,RECORTE LETRA 12CM- C,6.0,,,,,,1.0,3.8,2.6,5.0,10,2020,10-2020,9797653959
330,RECORTE LETRA 12CM- H,5.0,,,,,,1.0,3.8,2.6,4.0,10,2020,10-2020,6158289166
331,RECORTE LETRA 12CM- L,1.0,,,,,,1.0,3.8,2.6,0.0,10,2020,10-2020,9729333541
332,RECORTE LETRA 12CM- N,3.0,,,,,,1.0,3.8,2.3,2.0,10,2020,10-2020,2018412019
333,RECORTE LETRA 12CM- P,13.0,,,,,,1.0,3.8,2.6,12.0,10,2020,10-2020,9354352814
334,TELA P/PINTURA 30X50,4.0,,,,,,1.0,17.8,6.92,3.0,10,2020,10-2020,4633745902
335,LINHA REFLECTA- OURO,1.0,,,,,,1.0,13.8,6.3,0.0,10,2020,10-2020,6956978346
336,LINHA COSTURA SOL - NATURAL,2.0,,,,,,1.0,6.0,3.3,1.0,10,2020,10-2020,4067485436
337,LINHA POLIESTER COSTURA - 367 CINZA,4.0,,,,,,1.0,5.0,2.5,3.0,10,2020,10-2020,7694624939
338,CX TAMPA SAPATO 22X9X5,10.0,,,,,,1.0,4.5,2.2,9.0,10,2020,10-2020,9499443718
339,BARBANTE PEQUENO 30G,6.0,,,,,,1.0,2.5,1.3,5.0,10,2020,10-2020,8763319849
340,LINHA VERANO -PRETO 610,1.0,,,,,,1.0,15.0,7.1,0.0,10,2020,10-2020,8078046531
341,LETRA METAL 2CM -A ,10.0,,,,,,1.0,1.43,0.73,9.0,10,2020,10-2020,8554348124
342,FIO DE MALHA - tons branco,1.0,,,,,,1.0,20.0,7.5,0.0,10,2020,10-2020,459986531
343,BIG CONE euro 6 -0250 PRETO ,7.0,,,,,,1.0,43.0,19.0,6.0,10,2020,10-2020,6323823295
344,BIG CONE euro 8 -0801 VERDE LIMÃO ,1.0,,,,,,1.0,42.11,13.11,0.0,10,2020,10-2020,839695650
345,BARROCO MAX 4/6 -3501 MALAGUETA,2.0,,,,,,1.0,17.5,5.85,1.0,10,2020,10-2020,87825069
346,BARROCO MAX 4/6 -3635 PAIXÃO ,2.0,,,,,,1.0,17.5,5.85,1.0,10,2020,10-2020,1868555606
347,BARROCO MAX 4/6 -5800 PISTACHE ,2.0,,,,,,1.0,17.5,5.85,1.0,10,2020,10-2020,7815382203
348,BARROCO MAX 4/6 -4456 LARANJA ,5.0,,,,,,1.0,17.5,5.85,4.0,10,2020,10-2020,6501850208
349,BARROCO MAX 4/6 -5073 PETRÓLEO,5.0,,,,,,1.0,17.5,5.85,4.0,10,2020,10-2020,7412661815
350,BARBANTE MILANO 6 200G 0510 ROSA ,2.0,,,,,,1.0,15.8,7.8,1.0,10,2020,10-2020,4816212260
351,COSTURA DRIMA - 0077,9.0,,,,,,1.0,1.84,0.73,8.0,10,2020,10-2020,352159263
352,BARBANTE TRENTO - CINZA 270,4.0,,,,,,1.0,14.5,5.0,3.0,10,2020,10-2020,2570657462
353,BARBANTE LIMA 6 CAFÉ C/ LEITE,1.0,1.0,,,,,1.0,17.5,4.6,1.0,10,2020,10-2020,6511074813
354,BARBANTE LIMA 6 VERDE LIMÃO,0.0,1.0,,,,,1.0,14.5,4.6,0.0,10,2020,10-2020,4572095363
355,BARBANTE LIMA 8 CAFÉ C/LEITE,1.0,,,,,,1.0,16.5,5.0,0.0,10,2020,10-2020,8087727437
356,BARBANTE LIMA 8 TURQUESA,1.0,,,,,,1.0,16.5,5.0,0.0,10,2020,10-2020,5163911570
357,BARBANTE LIMA 8 VERDE ÁGUA,4.0,3.0,,,5.0,,1.0,16.5,5.0,1.0,10,2020,10-2020,4065813741
358,BARBANTE LIMA 8 CINZA,5.0,,,,,,1.0,16.5,5.0,4.0,10,2020,10-2020,6643155434
359,AGULHA TRICÔ PLÁSTICO 9  35CM,7.0,,,,,,1.0,8.5,2.5,6.0,10,2020,10-2020,2625769234
360,LINHA ANNE 250M NAT 8176,6.0,,,,,,1.0,10.5,3.5,5.0,10,2020,10-2020,8619100586
361,LINHA ANNE 250M 8001 BRANCO ,3.0,,,,,,1.0,10.5,3.5,2.0,10,2020,10-2020,8254379342
362,LINHA ANNE 500 0020 NATURAL,2.0,1.0,,,,,1.0,14.5,4.5,2.0,10,2020,10-2020,7954471470
363,LINHA ANNE 500 AMÊNDOA,-4.0,5.0,,,,,1.0,14.5,4.5,0.0,10,2020,10-2020,3629850219
364,LINHA ANNE 500 1198 MANTEGA,9.0,,,,,,1.0,14.5,4.5,8.0,10,2020,10-2020,8978320120
365,LINHA ANNE 500 7030 MOSTARDA,2.0,,,,,,1.0,14.5,4.5,1.0,10,2020,10-2020,3110034951
366,LINHA ANNE 500 4445 TANGERINA,3.0,,,,,,1.0,14.5,4.5,2.0,10,2020,10-2020,4838902152
367,LINHA ANNE 500 3581 PIMENTA,13.0,,,,1.0,,1.0,14.21,4.21,11.0,10,2020,10-2020,1347790772
368,LINHA ANNE 500 3526 ROSA CANDY,4.0,,,,,,1.0,14.5,4.5,3.0,10,2020,10-2020,7602305153
369,LINHA ANNE 500 3182 PITAYA,2.0,,,,,,1.0,14.5,4.8,1.0,10,2020,10-2020,231397305
370,LINHA ANNE 500 6116 ROSA CHOQUE,6.0,,,,,,1.0,14.5,4.5,5.0,10,2020,10-2020,686608644
371,LINHA ANNE 500 3334 TULIPA,-1.0,2.0,,,,,1.0,14.5,4.5,0.0,10,2020,10-2020,7366796544
372,LINHA ANNE 500 4514 PESSEGO,6.0,,,,,,1.0,13.5,3.8,5.0,10,2020,10-2020,8357993682
373,LINHA ANNE 500 2676 ,4.0,,,,,,1.0,13.5,3.8,3.0,10,2020,10-2020,6735922765
374,LINHA ANNE 500 9440 QUARTZO VERDE,3.0,,,,,,1.0,14.5,4.5,2.0,10,2020,10-2020,8804857540
375,CAMILA FASHION 500  0054,6.0,,,,,,1.0,16.5,5.3,5.0,10,2020,10-2020,8962019266
376,CAMILA FASHION 500  CRU,3.0,,,,,,1.0,16.5,5.3,2.0,10,2020,10-2020,3518899787
377,CAMILA FASHION 500  0368,1.0,,,,,,1.0,16.5,5.3,0.0,10,2020,10-2020,9177700756
378,CAMILA FASHION 500  0302,4.0,,,,,,1.0,16.5,5.3,3.0,10,2020,10-2020,1016458980
379,CAMILA FASHION 500  PRETO,2.0,,,,,,1.0,16.5,5.3,1.0,10,2020,10-2020,8604751874
380,CAMILA FASHION 500  0972,7.0,,,,,,1.0,16.5,5.3,6.0,10,2020,10-2020,8338442735
381,CAMILA FASHION 500  0130,1.0,,,,,,1.0,16.5,5.3,0.0,10,2020,10-2020,5119714886
382,CAMILA FASHION 500  0187,3.0,,,,,,1.0,16.5,5.3,2.0,10,2020,10-2020,3426107275
383,CAMILA FASHION 500  1092,6.0,,,,,,1.0,16.5,5.3,5.0,10,2020,10-2020,4289845610
384,LÃ LOLLIPULL 8726,1.0,,,,,,1.0,14.73,3.73,0.0,10,2020,10-2020,9829911710
385,TINTA TECIDO ACRILEX 988  ROSE,11.0,,,,,,1.0,3.5,1.2,10.0,10,2020,10-2020,621870908
386,TINTA TECIDO ACRILEX 596 AZUL PETROLEO ,19.0,,,,,,1.0,3.5,1.2,18.0,10,2020,10-2020,8436020029
387,TINTA TECIDO ACRILEX 519 BRANCO,24.0,,,,,,1.0,3.5,1.2,23.0,10,2020,10-2020,7282668108
388,TINTA TECIDO ACRILEX 545 VERDE OLIVA,2.0,12.0,,,1.0,,1.0,3.5,1.2,12.0,10,2020,10-2020,4130242852
389,TINTA TECIDO ACRILEX 518 SALMÃO,21.0,,,,,,1.0,3.5,1.15,20.0,10,2020,10-2020,5275102678
390,TINTA TECIDO ACRILEX 565 VINHO ,1.0,,,,,,1.0,3.5,1.2,0.0,10,2020,10-2020,8523719808
391,TINTA TECIDO ACRILEX 828 ROSA ANTIGO,10.0,,,,,,1.0,3.5,1.2,9.0,10,2020,10-2020,2862520907
392,TINTA TECIDO ACRILEX 993 AZUL ARDOSIA,0.0,12.0,,,,,1.0,3.5,1.2,11.0,10,2020,10-2020,2648390781
393,TINTA TECIDO ACRILEX 517 LARANJA ,12.0,,,,,,1.0,3.5,1.15,11.0,10,2020,10-2020,4197927035
394,TINTA TECIDO ACRILEX 569 CARAMELO,14.0,,,,,,1.0,3.5,1.15,13.0,10,2020,10-2020,720095821
395,COSTURA DRIMA - 0042,3.0,,,,,,1.0,2.0,0.89,2.0,10,2020,10-2020,2343968405
396,LÃ PREMIUM - 6040 AZUL ROYAL,5.0,,,,,,1.0,12.5,3.0,4.0,10,2020,10-2020,6433617388
397,LÃ PREMIUM - 4019 ROSA,2.0,,,,,,1.0,13.5,4.0,1.0,10,2020,10-2020,121253456
398,LÃ ONDA - 17330 VERDE OLIVA,9.0,,,,,,1.0,12.5,5.5,8.0,10,2020,10-2020,8927400724
399,TINTA TECIDO GATO PRETO -MARFIM,2.0,,,,,,1.0,3.5,1.7,1.0,10,2020,10-2020,730198980
400,TECIDO JUTA ,14.0,,,,,,1.0,10.0,4.0,13.0,10,2020,10-2020,7965166333
401,BARROCO MULT 200G -9440 QUARTZO VERDE,5.0,,,,,,1.0,17.5,5.8,4.0,10,2020,10-2020,2703054332
402,BARROCO MULT 200G -9751 ,6.0,,,,,,1.0,16.66,4.96,5.0,10,2020,10-2020,3879409672
403,BARROCO MULT 200G -9368 RAIO DE SOL,4.0,,,,,,1.0,17.4,5.7,3.0,10,2020,10-2020,6438805220
404,LINHA CLÉA 1000 -9976 PARQUE,3.0,,,,,,1.0,14.5,4.5,2.0,10,2020,10-2020,7012863695
405,LINHA CLÉA 1000 -2151 CÉU,4.0,,,,,,1.0,14.5,4.5,3.0,10,2020,10-2020,9276509004
406,LINHA CAMILA 1000 - 0255 ABACATE,6.0,,,,,,1.0,16.5,5.3,5.0,10,2020,10-2020,7873343595
407,LINHA ANNE 65M - 7684 - PORCELANA,7.0,,,,,,1.0,4.5,2.0,6.0,10,2020,10-2020,6100203504
408,COSTURA DRIMA - 0463,5.0,,,,,,1.0,2.0,0.89,4.0,10,2020,10-2020,4172506951
409,MASSA BISCUIT acrilex 90G - PÊSSEGO,3.0,,,,,,1.0,4.32,2.07,2.0,10,2020,10-2020,6181895642
410,MASSA BISCUIT acrilex 90G - PRETO,3.0,,,,2.0,,1.0,4.5,2.25,0.0,10,2020,10-2020,5332576197
411,MASSA BISCUIT acrilex 90G - AMARELO OURO,1.0,,,,,,1.0,4.32,2.07,0.0,10,2020,10-2020,7261054991
412,SECANTE DE COBALTO 100ML -,5.0,,,,,,1.0,9.8,4.3,4.0,10,2020,10-2020,5837988541
413,TINTA FOSCA P/ARTESANATO -567 ROSA CHÁ,3.0,,,,,,1.0,8.5,2.8,2.0,10,2020,10-2020,7947404257
414,TINTA FOSCA P/ARTESANATO -470  MARROM,1.0,,,,1.0,,1.0,8.5,2.8,-1.0,10,2020,10-2020,2733114936
415,TINTA FOSCA P/ARTESANATO - AMARELO OCRE,6.0,,,,,,1.0,8.5,2.8,5.0,10,2020,10-2020,2814912107
416,CAMILINHA 125M -1171 AZUL BB,4.0,,,,,,1.0,4.5,1.7,3.0,10,2020,10-2020,6525612197
417,CAMILINHA 125M -0097 - LILÁS,10.0,,,,,,1.0,4.5,1.7,9.0,10,2020,10-2020,5478225068
418,PLÁSTICO ADESIVO - BRANCO,7.0,,,,,,1.0,11.8,5.0,6.0,10,2020,10-2020,7975558793
419,PINCEL TIGRE 815 - 16,5.0,,,,,,1.0,8.5,4.0,4.0,10,2020,10-2020,3119815625
420,PINCEL TIGRE 815 - 04,10.0,,,,,,1.0,3.5,1.7,9.0,10,2020,10-2020,1551042168
421,PINCEL TIGRE 815 - 10,11.0,,,,,,1.0,4.0,2.0,10.0,10,2020,10-2020,2353642053
422,PINCEL TIGRE - 308- 0,10.0,,,,,,1.0,9.9,4.4,9.0,10,2020,10-2020,2190372261
423,PINCEL KERAMIK 331 -10,4.0,,,,,,1.0,13.63,6.63,3.0,10,2020,10-2020,8525279716
424,PINCEL KERAMIK 121S -24,3.0,,,,,,1.0,25.0,12.0,2.0,10,2020,10-2020,1015498131
425,PINCEL CONDOR 285-24 REDONDO,4.0,,,,,,1.0,13.85,5.85,3.0,10,2020,10-2020,2784411836
426,LINHA RUBI - 9462 ,3.0,,,,,,1.0,2.8,1.3,2.0,10,2020,10-2020,6474264324
427,COSTURA DRIMA - 0079,1.0,,,,,,1.0,2.0,0.89,0.0,10,2020,10-2020,9623727547
428,LÃ MOLLET 40G -9202,5.0,,,,,,1.0,3.34,0.84,4.0,10,2020,10-2020,4199134871
429,LÃ MOLLET 40G -9368,1.0,,,,,,1.0,3.26,0.76,0.0,10,2020,10-2020,2219977841
430,LÃ MOLLET 40G -9199,6.0,,,,,,1.0,3.34,0.84,5.0,10,2020,10-2020,2732663066
431,LÃ MOLLET 40G -3635 VERMELHO,85.0,,,,,,1.0,3.34,0.84,84.0,10,2020,10-2020,1328918473
432,LÃ MOLLET 40G -0145 CHAMA,1.0,,,,,,1.0,3.3,0.8,0.0,10,2020,10-2020,8804669603
433,LÃ MOLLET 40G -6313 AMORA,12.0,,,,,,1.0,3.8,1.3,11.0,10,2020,10-2020,5141989059
434,LÃ SUPER BEBÊ 40G - 6008,0.0,1.0,,,,,1.0,6.0,2.5,0.0,10,2020,10-2020,6885344210
435,LÃ BEBÊ TODO DIA - 70102 PALHA,6.0,,,,,,1.0,15.8,6.8,5.0,10,2020,10-2020,9844853823
436,COSTURA DRIMA - 5887,1.0,,,,,,1.0,2.0,0.89,0.0,10,2020,10-2020,375161090
437,LINHA ANNE 500 4156 LARANJA,3.0,,,,,,1.0,14.5,5.0,2.0,10,2020,10-2020,1525120221
438,LÃ MOLLET 40G -0318 AMARELO,2.0,,,,,,1.0,3.8,1.3,1.0,10,2020,10-2020,6939159275
439,LÃ MOLLET 40G -0769 ROSA,9.0,,,,,,1.0,3.34,0.84,8.0,10,2020,10-2020,1470703766
440,LÃ MOLLET 40G -4817 TELHA,5.0,10.0,,,,,1.0,3.8,1.3,14.0,10,2020,10-2020,5466941866
441,BARROCO MULT 200G -9520,1.0,,,,,,1.0,17.5,5.8,0.0,10,2020,10-2020,7796815672
442,BARROCO MAX 4/6 -3390 QUARTZO ,1.0,,,,,,1.0,17.5,5.85,0.0,10,2020,10-2020,1476028483
443,FELTROS GERAL,69.0,,,,,,1.0,16.0,9.0,68.0,10,2020,10-2020,846335471
444,lastex branco,21.0,,,,,,1.0,1.5,1.0,20.0,10,2020,10-2020,4508525553
445,TINTA FOSCA P/ARTESANATO -541 VERMELO VIVO,5.0,6.0,,,,,1.0,8.5,2.8,10.0,10,2020,10-2020,6913952894
446,TINTA FOSCA P/ARTESANATO -517 LARANJA,5.0,,,,,,1.0,8.5,2.8,4.0,10,2020,10-2020,7650020934
447,LÃ SUPER BEBÊ 100G - 1009 AMARELO GEMA,7.0,,,,,,1.0,15.8,6.2,6.0,10,2020,10-2020,1560844484
